PolicyNumber,LineOfBusiness,PolicyStatus,EffectiveDate,ExpirationDate,State,ClassCode,WrittenPremium,InsuredName,AgencyCode,UnderwriterID,RenewalCount
KM-POL-001511,GL,In Force,2022-06-04,2023-06-04,NJ,97047,3643.43,Insured A-1511,AG015,UW102,3
KM-POL-001512,CA,Expired,2021-02-03,2022-02-03,PA,7230,5020.78,Insured A-1512,AG001,UW102,3
KM-POL-001513,GL,Expired,2023-01-02,2024-01-02,MD,91580,10473.61,Insured A-1513,AG005,UW102,1
KM-POL-001514,WC,In Force,2021-05-19,2022-05-19,OH,7380,2683.65,Insured A-1514,AG012,UW102,2
KM-POL-001515,WC,Cancelled,2022-12-08,2023-12-08,OH,8810,14533.45,Insured A-1515,AG001,UW102,2
KM-POL-001516,WC,In Force,2022-05-09,2023-05-09,MD,7380,4255.27,Insured A-1516,AG005,UW101,4
KM-POL-001517,CA,Cancelled,2021-08-01,2022-08-01,PA,7210,8051.95,Insured A-1517,AG004,UW102,1
KM-POL-001518,GL,In Force,2022-11-12,2023-11-12,NJ,41677,3381.74,Insured A-1518,AG003,UW101,0
KM-POL-001519,WC,In Force,2021-10-01,2022-10-01,PA,5183,17226.69,Insured A-1519,AG005,UW102,0
KM-POL-001520,GL,In Force,2021-04-01,2022-04-01,PA,58483,14387.04,Insured A-1520,AG004,UW101,2
KM-POL-001521,WC,In Force,2022-12-23,2023-12-23,PA,8742,19715.28,Insured A-1521,AG002,UW101,2
KM-POL-001522,GL,Expired,2022-11-25,2023-11-25,NJ,41677,7910.31,Insured A-1522,AG004,UW101,1
KM-POL-001523,WC,In Force,2021-12-25,2022-12-25,PA,8810,8225.21,Insured A-1523,AG002,UW103,0
KM-POL-001524,WC,In Force,2023-08-10,2024-08-09,PA,9015,6240.8,Insured A-1524,AG005,UW101,1
KM-POL-001525,CA,Expired,2023-09-08,2024-09-07,PA,7219,11880.11,Insured A-1525,AG002,UW101,0
KM-POL-001526,WC,Expired,2022-01-09,2023-01-09,PA,7380,5655.61,Insured A-1526,AG004,UW102,1
KM-POL-001527,WC,Expired,2021-10-04,2022-10-04,MD,5191,4317.13,Insured A-1527,AG015,UW101,1
KM-POL-001528,WC,In Force,2021-05-10,2022-05-10,NY,7380,16853.19,Insured A-1528,AG003,UW101,1
KM-POL-001529,GL,Expired,2023-07-27,2024-07-26,MD,97047,3799.8,Insured A-1529,AG001,UW104,1
KM-POL-001530,CA,Expired,2021-03-17,2022-03-17,NJ,7210,2779.32,Insured A-1530,AG001,UW103,1
KM-POL-001531,WC,In Force,2022-08-24,2023-08-24,PA,5191,3118.53,Insured A-1531,AG003,UW104,4
KM-POL-001532,CA,In Force,2022-02-17,2023-02-17,NY,7210,3678.48,Insured A-1532,AG012,UW102,1
KM-POL-001533,CA,In Force,2021-03-31,2022-03-31,NJ,7210,4676.81,Insured A-1533,AG001,UW103,0
KM-POL-001534,WC,In Force,2022-02-13,2023-02-13,PA,9015,12021.76,Insured A-1534,AG005,UW103,0
KM-POL-001535,WC,In Force,2021-03-27,2022-03-27,PA,9015,21184.92,Insured A-1535,AG012,UW104,1
KM-POL-001536,WC,In Force,2022-10-09,2023-10-09,PA,5183,15085.94,Insured A-1536,AG005,UW103,0
KM-POL-001537,WC,Expired,2022-09-28,2023-09-28,PA,8810,8495.59,Insured A-1537,AG004,UW104,0
KM-POL-001538,CA,Expired,2023-11-22,2024-11-21,NJ,7220,4363.73,Insured A-1538,AG004,UW101,2
KM-POL-001539,WC,Cancelled,2023-03-27,2024-03-26,NY,5191,14885.25,Insured A-1539,AG012,UW104,2
KM-POL-001540,CA,Expired,2023-08-28,2024-08-27,PA,7210,10546.42,Insured A-1540,AG012,UW103,2
KM-POL-001541,CA,In Force,2022-06-03,2023-06-03,PA,7220,5301.73,Insured A-1541,AG012,UW103,3
KM-POL-001542,WC,Expired,2021-03-16,2022-03-16,OH,9015,6800.12,Insured A-1542,AG012,UW102,0
KM-POL-001543,CA,Expired,2022-01-27,2023-01-27,PA,7210,2708.85,Insured A-1543,AG002,UW102,4
KM-POL-001544,WC,In Force,2022-08-09,2023-08-09,NJ,8810,3114.54,Insured A-1544,AG015,UW102,0
KM-POL-001545,GL,Expired,2023-01-02,2024-01-02,OH,91580,10576.49,Insured A-1545,AG012,UW102,2
KM-POL-001546,CA,Cancelled,2021-04-08,2022-04-08,PA,7230,6952.02,Insured A-1546,AG015,UW103,0
KM-POL-001547,GL,In Force,2022-11-11,2023-11-11,PA,58483,9938.33,Insured A-1547,AG012,UW102,4
KM-POL-001548,CA,Cancelled,2022-07-14,2023-07-14,NJ,7219,4549.64,Insured A-1548,AG004,UW104,2
KM-POL-001549,WC,In Force,2021-09-12,2022-09-12,NJ,8017,30502.01,Insured A-1549,AG005,UW101,0
KM-POL-001550,CA,In Force,2023-01-24,2024-01-24,DE,7210,3675.81,Insured A-1550,AG015,UW103,2
KM-POL-001551,GL,In Force,2023-06-14,2024-06-13,OH,97047,12947.89,Insured A-1551,AG004,UW102,0
KM-POL-001552,CA,Expired,2023-03-31,2024-03-30,PA,7230,4801.84,Insured A-1552,AG001,UW103,3
KM-POL-001553,GL,Expired,2023-06-20,2024-06-19,DE,41677,4333.6,Insured A-1553,AG002,UW102,2
KM-POL-001554,GL,Cancelled,2023-03-03,2024-03-02,DE,97047,10044.41,Insured A-1554,AG002,UW103,0
KM-POL-001555,WC,In Force,2022-11-26,2023-11-26,PA,7380,13735.09,Insured A-1555,AG005,UW102,1
KM-POL-001556,WC,In Force,2022-01-18,2023-01-18,NY,7380,13168.44,Insured A-1556,AG012,UW101,0
KM-POL-001557,CA,Expired,2023-10-14,2024-10-13,PA,7230,5160.39,Insured A-1557,AG004,UW102,2
KM-POL-001558,WC,Expired,2023-10-16,2024-10-15,NJ,5191,9601.6,Insured A-1558,AG001,UW104,1
KM-POL-001559,GL,In Force,2023-01-23,2024-01-23,PA,97047,35307.84,Insured A-1559,AG004,UW103,2
KM-POL-001560,GL,In Force,2023-11-30,2024-11-29,NJ,91580,15198.92,Insured A-1560,AG012,UW103,5
KM-POL-001561,WC,Expired,2022-07-01,2023-07-01,NJ,7380,17645.95,Insured A-1561,AG012,UW104,1
KM-POL-001562,WC,Expired,2021-06-19,2022-06-19,OH,8017,10823.11,Insured A-1562,AG003,UW104,5
KM-POL-001563,CA,In Force,2023-05-20,2024-05-19,PA,7219,8993.83,Insured A-1563,AG004,UW101,2
KM-POL-001564,WC,In Force,2021-06-11,2022-06-11,NJ,7380,14978.87,Insured A-1564,AG005,UW103,0
KM-POL-001565,GL,Cancelled,2023-06-01,2024-05-31,NJ,58483,6757.06,Insured A-1565,AG004,UW101,1
KM-POL-001566,WC,Expired,2022-01-05,2023-01-05,NY,8742,7763.19,Insured A-1566,AG002,UW103,3
KM-POL-001567,CA,In Force,2022-08-25,2023-08-25,DE,7230,4681.85,Insured A-1567,AG001,UW103,1
KM-POL-001568,WC,In Force,2022-10-20,2023-10-20,NY,8017,783.41,Insured A-1568,AG015,UW101,0
KM-POL-001569,CA,Expired,2021-07-30,2022-07-30,NY,7210,5576.74,Insured A-1569,AG005,UW103,0
KM-POL-001570,CA,In Force,2021-06-13,2022-06-13,OH,7230,3666.21,Insured A-1570,AG003,UW103,3
KM-POL-001571,CA,In Force,2022-11-03,2023-11-03,NJ,7230,12779.56,Insured A-1571,AG001,UW101,2
KM-POL-001572,WC,In Force,2022-08-29,2023-08-29,DE,8017,10051.48,Insured A-1572,AG001,UW102,2
KM-POL-001573,CA,In Force,2022-09-20,2023-09-20,OH,7210,2408.17,Insured A-1573,AG015,UW101,0
KM-POL-001574,GL,Expired,2023-07-03,2024-07-02,MD,41677,6406.6,Insured A-1574,AG002,UW103,3
KM-POL-001575,WC,In Force,2023-05-23,2024-05-22,OH,8742,4285.97,Insured A-1575,AG002,UW104,5
KM-POL-001576,WC,Expired,2021-12-08,2022-12-08,NJ,5183,14453.99,Insured A-1576,AG002,UW102,0
KM-POL-001577,WC,In Force,2023-06-29,2024-06-28,PA,8742,12490.93,Insured A-1577,AG005,UW104,0
KM-POL-001578,CA,In Force,2022-12-21,2023-12-21,NJ,7210,8731.6,Insured A-1578,AG004,UW102,4
KM-POL-001579,CA,In Force,2023-07-05,2024-07-04,NY,7210,3057.86,Insured A-1579,AG001,UW104,3
KM-POL-001580,CA,Cancelled,2021-03-28,2022-03-28,NJ,7230,5016.08,Insured A-1580,AG004,UW102,2
KM-POL-001581,WC,Expired,2022-12-24,2023-12-24,NJ,7380,3320.87,Insured A-1581,AG004,UW101,4
KM-POL-001582,WC,In Force,2023-06-10,2024-06-09,OH,8810,17347.36,Insured A-1582,AG002,UW102,2
KM-POL-001583,CA,Expired,2022-07-17,2023-07-17,NJ,7220,6709.79,Insured A-1583,AG004,UW102,0
KM-POL-001584,CA,Expired,2021-04-28,2022-04-28,OH,7219,6617.57,Insured A-1584,AG001,UW102,3
KM-POL-001585,GL,Cancelled,2021-06-03,2022-06-03,NJ,97047,6641.77,Insured A-1585,AG001,UW103,2
KM-POL-001586,WC,In Force,2023-04-12,2024-04-11,NJ,8017,13791.65,Insured A-1586,AG012,UW104,5
KM-POL-001587,CA,Expired,2023-01-15,2024-01-15,NJ,7210,12869.35,Insured A-1587,AG003,UW101,0
KM-POL-001588,WC,In Force,2023-11-17,2024-11-16,NY,8742,7878.75,Insured A-1588,AG005,UW104,2
KM-POL-001589,WC,In Force,2021-11-24,2022-11-24,PA,7380,11058.07,Insured A-1589,AG004,UW104,3
KM-POL-001590,CA,Cancelled,2021-03-05,2022-03-05,PA,7219,2561.44,Insured A-1590,AG005,UW101,1
KM-POL-001591,CA,In Force,2021-10-20,2022-10-20,MD,7220,2919.14,Insured A-1591,AG005,UW103,1
KM-POL-001592,GL,In Force,2023-06-17,2024-06-16,PA,58483,7104.4,Insured A-1592,AG005,UW102,4
KM-POL-001593,WC,In Force,2021-03-13,2022-03-13,DE,7380,23936.19,Insured A-1593,AG015,UW103,1
KM-POL-001594,WC,Expired,2021-09-16,2022-09-16,DE,8742,8062.47,Insured A-1594,AG012,UW103,2
KM-POL-001595,CA,Expired,2021-05-18,2022-05-18,NJ,7219,4266.08,Insured A-1595,AG005,UW102,4
KM-POL-001596,CA,In Force,2022-04-29,2023-04-29,NY,7220,3850.16,Insured A-1596,AG012,UW104,0
KM-POL-001597,WC,Cancelled,2023-01-21,2024-01-21,PA,8810,6452.32,Insured A-1597,AG001,UW102,5
KM-POL-001598,WC,In Force,2023-01-12,2024-01-12,DE,5183,12531.2,Insured A-1598,AG015,UW101,3
KM-POL-001599,WC,In Force,2023-02-24,2024-02-24,NJ,8810,2987.51,Insured A-1599,AG004,UW102,1
KM-POL-001600,GL,Cancelled,2021-03-08,2022-03-08,NY,97047,16263.16,Insured A-1600,AG012,UW104,1
KM-POL-001601,WC,In Force,2021-11-11,2022-11-11,PA,8017,5811.9,Insured A-1601,AG003,UW103,5
KM-POL-001602,WC,In Force,2023-07-11,2024-07-10,DE,8742,17632.92,Insured A-1602,AG005,UW103,0
KM-POL-001603,WC,In Force,2023-01-30,2024-01-30,PA,5191,3583.16,Insured A-1603,AG015,UW102,1
KM-POL-001604,WC,Expired,2023-02-01,2024-02-01,PA,5191,16900.05,Insured A-1604,AG003,UW101,1
KM-POL-001605,WC,In Force,2023-06-29,2024-06-28,PA,7380,16942.08,Insured A-1605,AG001,UW104,1
KM-POL-001606,CA,Cancelled,2021-06-07,2022-06-07,PA,7210,6188.95,Insured A-1606,AG001,UW103,1
KM-POL-001607,WC,Expired,2021-10-09,2022-10-09,OH,9015,4466.93,Insured A-1607,AG002,UW102,5
KM-POL-001608,GL,In Force,2023-12-21,2024-12-20,PA,91580,7900.52,Insured A-1608,AG005,UW101,4
KM-POL-001609,WC,Expired,2023-01-22,2024-01-22,MD,8017,3841.26,Insured A-1609,AG002,UW101,1
KM-POL-001610,CA,In Force,2023-03-27,2024-03-26,MD,7219,4223.17,Insured A-1610,AG015,UW103,1
KM-POL-001611,GL,In Force,2022-10-06,2023-10-06,DE,41677,13637.64,Insured A-1611,AG003,UW103,2
KM-POL-001612,CA,Expired,2022-07-25,2023-07-25,PA,7220,7926.93,Insured A-1612,AG004,UW104,0
KM-POL-001613,CA,Cancelled,2022-05-27,2023-05-27,NJ,7230,4959.75,Insured A-1613,AG002,UW101,3
KM-POL-001614,WC,In Force,2021-08-21,2022-08-21,NY,5183,4537.61,Insured A-1614,AG001,UW104,4
KM-POL-001615,WC,In Force,2021-02-23,2022-02-23,NJ,9015,16588.59,Insured A-1615,AG005,UW101,4
KM-POL-001616,CA,In Force,2022-01-17,2023-01-17,PA,7210,4972.26,Insured A-1616,AG003,UW101,1
KM-POL-001617,GL,In Force,2023-10-20,2024-10-19,DE,58483,1307.38,Insured A-1617,AG012,UW102,1
KM-POL-001618,CA,In Force,2023-11-27,2024-11-26,OH,7210,7860.28,Insured A-1618,AG015,UW103,0
KM-POL-001619,CA,In Force,2023-03-04,2024-03-03,NY,7230,4843.83,Insured A-1619,AG015,UW101,1
KM-POL-001620,CA,Expired,2021-08-30,2022-08-30,PA,7230,10111.93,Insured A-1620,AG001,UW104,1
KM-POL-001621,CA,In Force,2022-06-21,2023-06-21,NY,7220,2547.42,Insured A-1621,AG012,UW103,4
KM-POL-001622,WC,In Force,2022-06-18,2023-06-18,PA,7380,779.49,Insured A-1622,AG015,UW104,4
KM-POL-001623,CA,Expired,2023-07-03,2024-07-02,PA,7230,5810.67,Insured A-1623,AG004,UW103,5
KM-POL-001624,GL,Expired,2022-03-16,2023-03-16,OH,41677,8136.33,Insured A-1624,AG005,UW103,4
KM-POL-001625,WC,In Force,2022-08-08,2023-08-08,PA,5191,2559.23,Insured A-1625,AG004,UW101,0
KM-POL-001626,CA,In Force,2023-10-03,2024-10-02,PA,7219,2732.3,Insured A-1626,AG015,UW102,2
KM-POL-001627,WC,Expired,2022-02-14,2023-02-14,PA,5183,89695.35,Insured A-1627,AG004,UW101,0
KM-POL-001628,CA,In Force,2021-09-09,2022-09-09,OH,7219,4091.36,Insured A-1628,AG015,UW103,1
KM-POL-001629,WC,In Force,2021-10-05,2022-10-05,NY,8742,17761.12,Insured A-1629,AG005,UW101,2
KM-POL-001630,CA,Expired,2021-06-01,2022-06-01,NY,7220,3326.26,Insured A-1630,AG005,UW101,3
KM-POL-001631,CA,In Force,2023-07-15,2024-07-14,NY,7220,1402.23,Insured A-1631,AG012,UW103,2
KM-POL-001632,WC,In Force,2021-12-20,2022-12-20,PA,8017,8636.85,Insured A-1632,AG004,UW103,0
KM-POL-001633,CA,In Force,2023-07-01,2024-06-30,NJ,7220,4190.76,Insured A-1633,AG003,UW101,0
KM-POL-001634,CA,In Force,2021-06-29,2022-06-29,NJ,7220,3866.38,Insured A-1634,AG012,UW101,0
KM-POL-001635,GL,In Force,2022-10-17,2023-10-17,PA,97047,6122.66,Insured A-1635,AG005,UW101,0
KM-POL-001636,WC,Cancelled,2022-12-13,2023-12-13,NJ,8017,12227.16,Insured A-1636,AG001,UW104,0
KM-POL-001637,WC,In Force,2021-05-13,2022-05-13,MD,5183,8777.14,Insured A-1637,AG015,UW101,2
KM-POL-001638,WC,In Force,2022-08-18,2023-08-18,PA,9015,3600.38,Insured A-1638,AG012,UW104,3
KM-POL-001639,GL,In Force,2022-09-07,2023-09-07,PA,41677,9323.84,Insured A-1639,AG002,UW102,1
KM-POL-001640,GL,Cancelled,2021-11-19,2022-11-19,PA,41677,1695.0,Insured A-1640,AG003,UW104,2
KM-POL-001641,CA,In Force,2021-12-23,2022-12-23,PA,7210,1436.24,Insured A-1641,AG015,UW101,0
KM-POL-001642,GL,In Force,2023-01-11,2024-01-11,MD,58483,11130.3,Insured A-1642,AG012,UW102,5
KM-POL-001643,CA,Expired,2023-11-08,2024-11-07,NJ,7220,6662.25,Insured A-1643,AG005,UW104,1
KM-POL-001644,CA,In Force,2022-04-05,2023-04-05,NJ,7219,4748.4,Insured A-1644,AG005,UW104,3
KM-POL-001645,WC,In Force,2021-09-06,2022-09-06,NY,8742,3241.01,Insured A-1645,AG003,UW103,4
KM-POL-001646,CA,In Force,2022-02-16,2023-02-16,PA,7230,3213.94,Insured A-1646,AG002,UW102,4
KM-POL-001647,WC,In Force,2021-10-12,2022-10-12,NJ,9015,8020.87,Insured A-1647,AG012,UW103,0
KM-POL-001648,GL,In Force,2022-04-30,2023-04-30,NJ,97047,2170.85,Insured A-1648,AG012,UW102,2
KM-POL-001649,CA,Expired,2023-10-09,2024-10-08,DE,7230,3154.49,Insured A-1649,AG004,UW104,0
KM-POL-001650,CA,In Force,2021-02-23,2022-02-23,MD,7210,7269.18,Insured A-1650,AG001,UW103,0
KM-POL-001651,WC,Expired,2023-01-10,2024-01-10,NY,5183,31003.16,Insured A-1651,AG005,UW101,0
KM-POL-001652,WC,In Force,2023-01-26,2024-01-26,NJ,7380,7075.92,Insured A-1652,AG012,UW104,4
KM-POL-001653,WC,In Force,2023-08-16,2024-08-15,OH,5191,18127.6,Insured A-1653,AG012,UW102,4
KM-POL-001654,WC,In Force,2021-09-23,2022-09-23,PA,5183,2140.41,Insured A-1654,AG015,UW102,0
KM-POL-001655,WC,Cancelled,2021-06-26,2022-06-26,PA,5191,16773.59,Insured A-1655,AG015,UW103,2
KM-POL-001656,GL,In Force,2021-05-15,2022-05-15,PA,58483,3779.08,Insured A-1656,AG012,UW103,5
KM-POL-001657,CA,Expired,2022-09-26,2023-09-26,NJ,7210,5910.04,Insured A-1657,AG002,UW102,1
KM-POL-001658,WC,In Force,2023-03-27,2024-03-26,DE,5191,8117.67,Insured A-1658,AG001,UW104,1
KM-POL-001659,WC,In Force,2023-09-08,2024-09-07,NY,8017,28462.17,Insured A-1659,AG012,UW103,1
KM-POL-001660,WC,In Force,2023-12-13,2024-12-12,MD,9015,4916.99,Insured A-1660,AG003,UW101,3
KM-POL-001661,CA,In Force,2023-04-22,2024-04-21,DE,7210,7162.14,Insured A-1661,AG005,UW102,1
KM-POL-001662,CA,In Force,2023-04-19,2024-04-18,DE,7219,4155.95,Insured A-1662,AG004,UW101,3
KM-POL-001663,GL,In Force,2021-06-01,2022-06-01,PA,41677,5938.35,Insured A-1663,AG015,UW102,1
KM-POL-001664,CA,Expired,2021-09-14,2022-09-14,PA,7230,4401.44,Insured A-1664,AG003,UW101,1
KM-POL-001665,GL,In Force,2022-10-12,2023-10-12,DE,97047,3670.3,Insured A-1665,AG005,UW104,1
KM-POL-001666,GL,Expired,2021-06-01,2022-06-01,NJ,97047,6569.09,Insured A-1666,AG015,UW102,0
KM-POL-001667,WC,In Force,2023-07-11,2024-07-10,OH,8017,9413.32,Insured A-1667,AG002,UW104,1
KM-POL-001668,GL,In Force,2023-08-13,2024-08-12,PA,41677,7854.71,Insured A-1668,AG015,UW103,0
KM-POL-001669,WC,Expired,2023-11-26,2024-11-25,PA,5183,10589.35,Insured A-1669,AG001,UW102,3
KM-POL-001670,GL,In Force,2022-12-07,2023-12-07,NJ,41677,11598.1,Insured A-1670,AG001,UW104,1
KM-POL-001671,WC,In Force,2021-09-20,2022-09-20,PA,5191,20719.01,Insured A-1671,AG005,UW101,3
KM-POL-001672,GL,Expired,2022-01-08,2023-01-08,PA,97047,3179.77,Insured A-1672,AG003,UW104,5
KM-POL-001673,GL,Expired,2021-09-22,2022-09-22,NY,97047,12187.19,Insured A-1673,AG004,UW102,3
KM-POL-001674,GL,In Force,2023-06-06,2024-06-05,PA,97047,2891.6,Insured A-1674,AG002,UW104,5
KM-POL-001675,CA,In Force,2023-10-27,2024-10-26,NY,7230,6993.34,Insured A-1675,AG005,UW101,2
KM-POL-001676,WC,Expired,2021-04-24,2022-04-24,PA,8017,16249.07,Insured A-1676,AG002,UW101,0
KM-POL-001677,WC,In Force,2021-09-12,2022-09-12,PA,8017,2145.11,Insured A-1677,AG001,UW101,4
KM-POL-001678,WC,Expired,2023-11-28,2024-11-27,NJ,8017,10661.38,Insured A-1678,AG012,UW103,4
KM-POL-001679,WC,In Force,2021-11-10,2022-11-10,OH,5191,6803.57,Insured A-1679,AG012,UW102,4
KM-POL-001680,CA,In Force,2022-09-15,2023-09-15,NJ,7220,3117.36,Insured A-1680,AG004,UW101,2
KM-POL-001681,WC,Expired,2021-12-04,2022-12-04,NY,8742,29163.75,Insured A-1681,AG002,UW103,2
KM-POL-001682,GL,In Force,2021-11-28,2022-11-28,PA,58483,4198.26,Insured A-1682,AG005,UW101,0
KM-POL-001683,CA,In Force,2022-10-23,2023-10-23,NY,7219,3029.56,Insured A-1683,AG004,UW104,3
KM-POL-001684,GL,In Force,2022-04-07,2023-04-07,PA,91580,6995.25,Insured A-1684,AG015,UW102,0
KM-POL-001685,WC,Expired,2022-12-10,2023-12-10,NY,8017,17128.03,Insured A-1685,AG015,UW104,1
KM-POL-001686,GL,Expired,2023-11-29,2024-11-28,DE,97047,6007.99,Insured A-1686,AG003,UW103,2
KM-POL-001687,GL,In Force,2022-08-05,2023-08-05,MD,58483,15009.81,Insured A-1687,AG012,UW104,1
KM-POL-001688,CA,In Force,2021-06-11,2022-06-11,NJ,7219,6758.7,Insured A-1688,AG005,UW104,0
KM-POL-001689,CA,Expired,2022-05-29,2023-05-29,PA,7210,1330.18,Insured A-1689,AG002,UW101,3
KM-POL-001690,CA,Expired,2022-02-07,2023-02-07,PA,7230,3577.14,Insured A-1690,AG004,UW104,4
KM-POL-001691,WC,Expired,2022-07-17,2023-07-17,OH,5191,6314.01,Insured A-1691,AG005,UW101,2
KM-POL-001692,CA,In Force,2021-09-14,2022-09-14,DE,7210,6552.6,Insured A-1692,AG004,UW101,2
KM-POL-001693,WC,Expired,2022-09-13,2023-09-13,NY,5183,1212.14,Insured A-1693,AG004,UW102,5
KM-POL-001694,WC,Expired,2023-12-29,2024-12-28,PA,5183,76054.67,Insured A-1694,AG004,UW103,0
KM-POL-001695,WC,In Force,2021-07-11,2022-07-11,NJ,8017,15135.84,Insured A-1695,AG002,UW103,3
KM-POL-001696,WC,In Force,2023-10-27,2024-10-26,PA,8810,11148.96,Insured A-1696,AG005,UW103,0
KM-POL-001697,WC,In Force,2021-12-12,2022-12-12,MD,9015,25469.94,Insured A-1697,AG001,UW101,1
KM-POL-001698,WC,Expired,2021-11-12,2022-11-12,NY,8017,64532.43,Insured A-1698,AG001,UW103,2
KM-POL-001699,GL,In Force,2021-12-17,2022-12-17,MD,58483,12204.04,Insured A-1699,AG002,UW101,3
KM-POL-001700,CA,Expired,2022-11-23,2023-11-23,PA,7230,8684.44,Insured A-1700,AG015,UW102,0
KM-POL-001701,GL,Cancelled,2021-03-26,2022-03-26,NY,58483,7269.79,Insured A-1701,AG002,UW103,1
KM-POL-001702,WC,Expired,2021-02-28,2022-02-28,NY,8017,8837.68,Insured A-1702,AG012,UW101,2
KM-POL-001703,WC,Cancelled,2021-06-16,2022-06-16,NJ,9015,6763.96,Insured A-1703,AG004,UW103,2
KM-POL-001704,CA,Cancelled,2021-04-04,2022-04-04,OH,7210,2993.9,Insured A-1704,AG005,UW103,2
KM-POL-001705,WC,In Force,2022-06-27,2023-06-27,MD,8017,5712.37,Insured A-1705,AG005,UW102,1
KM-POL-001706,WC,Expired,2022-03-08,2023-03-08,OH,5191,3359.53,Insured A-1706,AG003,UW104,2
KM-POL-001707,CA,In Force,2023-05-04,2024-05-03,NY,7230,4696.05,Insured A-1707,AG003,UW103,0
KM-POL-001708,WC,Expired,2021-03-04,2022-03-04,PA,7380,2571.55,Insured A-1708,AG001,UW102,0
KM-POL-001709,CA,In Force,2023-10-17,2024-10-16,PA,7220,5511.27,Insured A-1709,AG003,UW103,2
KM-POL-001710,CA,Cancelled,2022-08-17,2023-08-17,MD,7220,4808.79,Insured A-1710,AG003,UW103,2
KM-POL-001711,WC,Expired,2022-09-11,2023-09-11,PA,5191,11131.66,Insured A-1711,AG001,UW103,0
KM-POL-001712,WC,Expired,2023-09-17,2024-09-16,NY,8810,6517.82,Insured A-1712,AG012,UW103,0
KM-POL-001713,CA,In Force,2022-05-17,2023-05-17,NY,7210,31135.88,Insured A-1713,AG015,UW104,2
KM-POL-001714,CA,In Force,2023-04-12,2024-04-11,NY,7220,11115.21,Insured A-1714,AG001,UW104,1
KM-POL-001715,WC,Expired,2022-09-02,2023-09-02,MD,8017,3656.88,Insured A-1715,AG015,UW103,1
KM-POL-001716,GL,In Force,2023-07-18,2024-07-17,NJ,97047,7808.81,Insured A-1716,AG003,UW103,1
KM-POL-001717,WC,Expired,2021-05-30,2022-05-30,NJ,8017,6085.08,Insured A-1717,AG005,UW102,0
KM-POL-001718,CA,In Force,2021-05-03,2022-05-03,PA,7220,2673.95,Insured A-1718,AG003,UW102,0
KM-POL-001719,GL,Expired,2021-11-20,2022-11-20,NJ,97047,2596.58,Insured A-1719,AG004,UW101,4
KM-POL-001720,WC,In Force,2023-06-20,2024-06-19,PA,8017,13985.46,Insured A-1720,AG015,UW104,3
KM-POL-001721,WC,Expired,2023-05-02,2024-05-01,NJ,8810,5738.17,Insured A-1721,AG015,UW103,2
KM-POL-001722,WC,Expired,2023-09-19,2024-09-18,OH,8742,21466.76,Insured A-1722,AG004,UW104,2
KM-POL-001723,WC,In Force,2023-08-10,2024-08-09,MD,5191,21917.17,Insured A-1723,AG004,UW102,3
KM-POL-001724,WC,In Force,2022-02-22,2023-02-22,PA,8742,29706.81,Insured A-1724,AG012,UW104,4
KM-POL-001725,CA,In Force,2022-11-28,2023-11-28,NJ,7230,2947.07,Insured A-1725,AG002,UW104,2
KM-POL-001726,WC,Expired,2021-10-22,2022-10-22,MD,5183,14476.65,Insured A-1726,AG004,UW103,1
KM-POL-001727,CA,In Force,2022-10-03,2023-10-03,PA,7230,7183.0,Insured A-1727,AG015,UW103,2
KM-POL-001728,GL,Expired,2022-10-16,2023-10-16,PA,97047,4760.34,Insured A-1728,AG005,UW102,1
KM-POL-001729,GL,In Force,2022-12-09,2023-12-09,PA,97047,3865.16,Insured A-1729,AG015,UW103,2
KM-POL-001730,CA,In Force,2023-03-28,2024-03-27,DE,7230,12909.42,Insured A-1730,AG015,UW102,2
KM-POL-001731,WC,In Force,2021-09-25,2022-09-25,PA,5183,11872.7,Insured A-1731,AG012,UW102,4
KM-POL-001732,CA,In Force,2023-01-29,2024-01-29,MD,7219,7198.16,Insured A-1732,AG002,UW101,2
KM-POL-001733,CA,In Force,2023-11-21,2024-11-20,NJ,7210,3001.16,Insured A-1733,AG002,UW101,0
KM-POL-001734,WC,Cancelled,2021-08-06,2022-08-06,DE,8810,3731.53,Insured A-1734,AG004,UW101,0
KM-POL-001735,WC,Expired,2022-10-16,2023-10-16,PA,7380,6275.7,Insured A-1735,AG003,UW104,1
KM-POL-001736,GL,In Force,2022-05-11,2023-05-11,NJ,41677,6082.58,Insured A-1736,AG015,UW101,0
KM-POL-001737,WC,Expired,2023-08-14,2024-08-13,NY,5183,4224.36,Insured A-1737,AG001,UW103,1
KM-POL-001738,WC,Expired,2021-09-08,2022-09-08,NY,8742,9819.49,Insured A-1738,AG003,UW103,1
KM-POL-001739,WC,In Force,2022-07-02,2023-07-02,NY,9015,2563.67,Insured A-1739,AG003,UW101,1
KM-POL-001740,WC,In Force,2023-07-10,2024-07-09,DE,8810,4039.85,Insured A-1740,AG002,UW104,5
KM-POL-001741,GL,In Force,2022-05-23,2023-05-23,MD,91580,10610.91,Insured A-1741,AG002,UW102,1
KM-POL-001742,CA,In Force,2021-10-16,2022-10-16,OH,7230,7060.52,Insured A-1742,AG012,UW104,1
KM-POL-001743,CA,Cancelled,2021-07-18,2022-07-18,NY,7210,3884.98,Insured A-1743,AG012,UW104,0
KM-POL-001744,WC,Expired,2021-04-14,2022-04-14,PA,8810,4384.31,Insured A-1744,AG002,UW102,2
