ClaimNumber,PolicyNumber,ClaimStatus,LossDate,ReportDate,CauseOfLoss,LossState,ClaimantCount,AdjusterID,LitigationFlag,FraudIndicator
KM-CLM-000689,KM-POL-000573,Closed,2022-10-01,2022-10-07,Struck By,NJ,2,ADJ-A01,N,
KM-CLM-000690,KM-POL-000511,Reopened,2023-01-25,2023-01-27,Single Vehicle,PA,2,ADJ-A04,N,N
KM-CLM-000691,KM-POL-000488,Closed,2023-12-23,2024-01-28,Repetitive Motion,OH,3,ADJ-A02,N,
KM-CLM-000692,KM-POL-000891,Reopened,2024-02-02,2024-03-14,Head On,NJ,1,ADJ-A04,N,N
KM-CLM-000693,KM-POL-000579,Closed,2021-07-21,2021-08-14,Intersection,NJ,3,ADJ-A01,N,N
KM-CLM-000694,KM-POL-000950,Closed,2023-07-18,2023-08-29,Single Vehicle,MD,1,ADJ-A02,N,N
KM-CLM-000695,KM-POL-000406,Open,2022-08-13,2022-09-13,Advertising Injury,NY,1,ADJ-A05,Y,N
KM-CLM-000696,KM-POL-001050,Reopened,2021-11-14,2021-12-17,Strain,PA,1,ADJ-A02,N,N
KM-CLM-000697,KM-POL-001107,Closed,2023-08-22,2023-09-30,Fall,NY,1,ADJ-A02,Y,N
KM-CLM-000698,KM-POL-000364,Closed,2022-08-02,2022-09-15,Single Vehicle,NJ,2,ADJ-A05,Y,N
KM-CLM-000699,KM-POL-001391,Open,2024-03-27,2024-05-03,Repetitive Motion,NJ,2,ADJ-A03,N,N
KM-CLM-000700,KM-POL-001084,Closed,2024-02-04,2024-02-20,Property Damage,DE,2,ADJ-A03,Y,N
KM-CLM-000701,KM-POL-000551,Open,2021-11-18,2021-11-21,Intersection,NJ,1,ADJ-A03,N,N
KM-CLM-000702,KM-POL-001659,Open,2024-08-23,2024-09-15,Strain,NY,1,ADJ-A01,Y,N
KM-CLM-000703,KM-POL-000292,Open,2022-05-05,2022-05-19,Fall,PA,1,ADJ-A02,N,N
KM-CLM-000704,KM-POL-000789,Closed,2021-06-01,2021-07-09,Intersection,MD,1,ADJ-A05,Y,N
KM-CLM-000705,KM-POL-001961,Open,2022-11-23,2023-01-07,Motor Vehicle,DE,2,ADJ-A01,Y,N
KM-CLM-000706,KM-POL-001910,Closed,2024-02-11,2024-02-15,Strain,NJ,1,ADJ-A05,N,N
KM-CLM-000707,KM-POL-000816,Open,2022-08-04,2022-08-04,Intersection,NY,1,ADJ-A01,N,N
KM-CLM-000708,KM-POL-001818,Closed,2022-07-30,2022-08-12,Parking,OH,1,ADJ-A01,N,Y
KM-CLM-000709,KM-POL-000191,Open,2024-03-27,2024-05-07,Repetitive Motion,PA,2,ADJ-A01,N,N
KM-CLM-000710,KM-POL-000461,Open,2024-10-26,2024-11-26,Burn,MD,1,ADJ-A05,N,N
KM-CLM-000711,KM-POL-001828,Closed,2021-02-23,2021-02-28,Product Defect,NJ,1,ADJ-A04,N,N
KM-CLM-000712,KM-POL-000664,Closed,2022-04-23,2022-05-22,Burn,NY,2,ADJ-A01,N,N
KM-CLM-000713,KM-POL-001920,Open,2021-09-25,2021-11-04,Burn,OH,1,ADJ-A03,Y,N
KM-CLM-000714,KM-POL-000233,Open,2022-01-13,2022-01-16,Parking,MD,2,ADJ-A02,N,N
KM-CLM-000715,KM-POL-000474,Open,2023-11-06,2023-11-29,Product Defect,NY,1,ADJ-A04,Y,N
KM-CLM-000716,KM-POL-001429,Reopened,2022-04-02,2022-05-07,Single Vehicle,OH,1,ADJ-A04,N,N
KM-CLM-000717,KM-POL-000658,Closed,2022-12-31,2023-01-26,Strain,OH,2,ADJ-A05,N,N
KM-CLM-000718,KM-POL-000271,Closed,2021-08-03,2021-08-26,Property Damage,PA,1,ADJ-A04,N,N
KM-CLM-000719,KM-POL-001871,Open,2023-10-31,2023-12-15,Property Damage,NJ,1,ADJ-A05,N,N
KM-CLM-000720,KM-POL-001158,Closed,2023-09-24,2023-09-27,Slip and Fall,PA,1,ADJ-A05,N,N
KM-CLM-000721,KM-POL-000171,Open,2022-04-14,2022-05-23,Intersection,NY,1,ADJ-A03,N,N
KM-CLM-000722,KM-POL-001439,Open,2024-05-27,2024-06-13,Cut/Laceration,MD,1,ADJ-A01,N,
KM-CLM-000723,KM-POL-000028,Closed,2023-02-12,2023-03-17,Rear End Collision,MD,1,ADJ-A04,N,N
KM-CLM-000724,KM-POL-000136,Closed,2023-04-30,2023-05-02,Cut/Laceration,OH,2,ADJ-A01,N,N
KM-CLM-000725,KM-POL-000925,Open,2024-07-10,2024-07-14,Fall,NJ,2,ADJ-A01,N,N
KM-CLM-000726,KM-POL-000405,Closed,2022-04-21,2022-05-10,Struck By,NY,1,ADJ-A01,N,N
KM-CLM-000727,KM-POL-000977,Reopened,2022-07-03,2022-07-07,Parking,OH,1,ADJ-A05,N,N
KM-CLM-000728,KM-POL-000888,Closed,2023-04-17,2023-04-30,Motor Vehicle,NJ,1,ADJ-A01,N,Y
KM-CLM-000729,KM-POL-001529,Closed,2024-07-18,2024-08-20,Property Damage,MD,1,ADJ-A04,N,N
KM-CLM-000730,KM-POL-001265,Reopened,2022-05-03,2022-05-09,Fall,NY,1,ADJ-A05,N,N
KM-CLM-000731,KM-POL-000856,Closed,2023-09-19,2023-09-25,Burn,DE,1,ADJ-A04,N,N
KM-CLM-000732,KM-POL-001978,Closed,2022-09-18,2022-10-02,Struck By,DE,1,ADJ-A05,N,N
KM-CLM-000733,KM-POL-000444,Closed,2024-06-12,2024-07-16,Fall,OH,1,ADJ-A02,N,N
KM-CLM-000734,KM-POL-000434,Open,2022-05-12,2022-06-05,Strain,PA,1,ADJ-A02,N,
KM-CLM-000735,KM-POL-001252,Closed,2023-11-25,2023-12-07,Intersection,PA,2,ADJ-A02,N,N
KM-CLM-000736,KM-POL-000509,Open,2023-01-23,2023-02-04,Slip and Fall,OH,2,ADJ-A02,N,N
KM-CLM-000737,KM-POL-001823,Open,2024-10-31,2024-12-03,Sideswipe,OH,1,ADJ-A05,Y,N
KM-CLM-000738,KM-POL-001327,Closed,2024-06-22,2024-08-03,Strain,OH,2,ADJ-A01,N,N
KM-CLM-000739,KM-POL-000034,Open,2023-02-25,2023-03-12,Bodily Injury,MD,1,ADJ-A03,Y,N
KM-CLM-000740,KM-POL-001026,Closed,2023-10-10,2023-11-15,Single Vehicle,NJ,2,ADJ-A03,N,N
KM-CLM-000741,KM-POL-000362,Closed,2023-06-04,2023-07-14,Rear End Collision,NJ,1,ADJ-A02,N,
KM-CLM-000742,KM-POL-001219,Closed,2024-04-24,2024-05-05,Parking,NY,2,ADJ-A01,N,N
KM-CLM-000743,KM-POL-000606,Open,2023-03-27,2023-05-01,Single Vehicle,DE,1,ADJ-A04,N,N
KM-CLM-000744,KM-POL-001864,Open,2024-04-10,2024-05-15,Sideswipe,PA,1,ADJ-A01,Y,N
KM-CLM-000745,KM-POL-001332,Closed,2021-09-11,2021-10-07,Sideswipe,NY,1,ADJ-A04,N,N
KM-CLM-000746,KM-POL-001671,Reopened,2022-02-12,2022-02-18,Struck By,PA,1,ADJ-A03,N,
KM-CLM-000747,KM-POL-000716,Open,2023-04-28,2023-06-07,Bodily Injury,PA,1,ADJ-A01,N,N
KM-CLM-000748,KM-POL-000250,Open,2022-02-23,2022-03-31,Advertising Injury,PA,1,ADJ-A01,N,
KM-CLM-000749,KM-POL-000147,Closed,2024-03-28,2024-04-19,Intersection,NJ,2,ADJ-A03,N,N
KM-CLM-000750,KM-POL-001370,Open,2022-01-28,2022-03-12,Motor Vehicle,NY,1,ADJ-A01,N,N
KM-CLM-000751,KM-POL-000348,Closed,2022-02-27,2022-03-28,Struck By,NJ,1,ADJ-A04,N,N
KM-CLM-000752,KM-POL-001278,Closed,2023-11-14,2023-12-28,Product Defect,NJ,1,ADJ-A01,N,N
KM-CLM-000753,KM-POL-000399,Closed,2024-11-02,2024-12-14,Rear End Collision,NY,3,ADJ-A04,N,N
KM-CLM-000754,KM-POL-001358,Closed,2021-11-07,2021-12-04,Motor Vehicle,NJ,2,ADJ-A02,N,
KM-CLM-000755,KM-POL-001200,Open,2022-09-06,2022-09-12,Burn,NJ,2,ADJ-A01,N,N
KM-CLM-000756,KM-POL-000125,Closed,2022-11-06,2022-11-16,Repetitive Motion,MD,1,ADJ-A04,N,N
KM-CLM-000757,KM-POL-000763,Closed,2021-09-05,2021-09-16,Fall,NY,1,ADJ-A03,N,N
KM-CLM-000758,KM-POL-000398,Closed,2023-06-01,2023-07-06,Fall,PA,1,ADJ-A02,N,N
KM-CLM-000759,KM-POL-000131,Closed,2022-10-29,2022-11-23,Repetitive Motion,PA,1,ADJ-A01,N,N
KM-CLM-000760,KM-POL-001586,Closed,2023-10-21,2023-11-22,Strain,NJ,1,ADJ-A04,N,N
KM-CLM-000761,KM-POL-000605,Open,2022-05-28,2022-06-18,Cut/Laceration,PA,1,ADJ-A01,N,N
KM-CLM-000762,KM-POL-000892,Closed,2023-06-03,2023-07-15,Bodily Injury,NY,1,ADJ-A04,N,N
KM-CLM-000763,KM-POL-000822,Closed,2023-03-24,2023-04-03,Repetitive Motion,PA,1,ADJ-A01,N,N
KM-CLM-000764,KM-POL-000902,Closed,2021-12-29,2022-02-01,Motor Vehicle,NY,1,ADJ-A02,N,N
KM-CLM-000765,KM-POL-000945,Closed,2023-09-24,2023-11-01,Burn,NY,2,ADJ-A02,N,N
KM-CLM-000766,KM-POL-001431,Closed,2022-03-17,2022-04-14,Rear End Collision,DE,1,ADJ-A01,N,N
KM-CLM-000767,KM-POL-000732,Closed,2023-09-11,2023-10-03,Slip and Fall,NJ,2,ADJ-A01,N,N
KM-CLM-000768,KM-POL-001870,Closed,2023-02-20,2023-03-12,Intersection,PA,1,ADJ-A05,N,N
KM-CLM-000769,KM-POL-000334,Open,2022-03-05,2022-04-09,Strain,NY,1,ADJ-A01,Y,N
KM-CLM-000770,KM-POL-001044,Closed,2023-12-22,2024-01-11,Head On,NJ,1,ADJ-A01,N,N
KM-CLM-000771,KM-POL-000205,Closed,2024-03-09,2024-04-01,Single Vehicle,NY,2,ADJ-A02,N,N
KM-CLM-000772,KM-POL-001627,Closed,2022-06-23,2022-07-19,Motor Vehicle,PA,1,ADJ-A01,N,N
KM-CLM-000773,KM-POL-000956,Reopened,2021-05-30,2021-07-09,Strain,NY,2,ADJ-A03,N,N
KM-CLM-000774,KM-POL-000355,Closed,2024-05-01,2024-05-28,Struck By,NY,1,ADJ-A01,N,N
KM-CLM-000775,KM-POL-001197,Closed,2023-05-31,2023-06-20,Bodily Injury,MD,1,ADJ-A05,Y,N
KM-CLM-000776,KM-POL-001213,Closed,2022-06-07,2022-07-15,Strain,PA,1,ADJ-A04,N,N
KM-CLM-000777,KM-POL-000824,Open,2024-02-07,2024-02-22,Strain,PA,1,ADJ-A02,N,N
KM-CLM-000778,KM-POL-001026,Open,2024-01-14,2024-02-19,Single Vehicle,NJ,2,ADJ-A03,N,N
KM-CLM-000779,KM-POL-001897,Reopened,2023-05-01,2023-06-04,Head On,PA,1,ADJ-A04,N,N
KM-CLM-000780,KM-POL-000941,Closed,2023-05-11,2023-05-24,Repetitive Motion,PA,1,ADJ-A03,N,N
KM-CLM-000781,KM-POL-000168,Open,2021-08-06,2021-08-30,Struck By,PA,2,ADJ-A02,Y,N
KM-CLM-000782,KM-POL-000368,Open,2024-02-22,2024-03-28,Slip and Fall,DE,3,ADJ-A05,N,N
KM-CLM-000783,KM-POL-000536,Closed,2024-02-17,2024-03-04,Advertising Injury,OH,1,ADJ-A02,N,
KM-CLM-000784,KM-POL-001949,Closed,2024-09-17,2024-10-10,Motor Vehicle,PA,2,ADJ-A03,N,N
KM-CLM-000785,KM-POL-000963,Closed,2022-11-06,2022-12-04,Struck By,NJ,1,ADJ-A03,N,N
KM-CLM-000786,KM-POL-001901,Open,2022-11-17,2022-12-15,Head On,NJ,2,ADJ-A02,N,
KM-CLM-000787,KM-POL-000580,Reopened,2023-03-14,2023-04-08,Fall,NY,1,ADJ-A01,N,N
KM-CLM-000788,KM-POL-001394,Closed,2022-04-03,2022-04-03,Intersection,NJ,1,ADJ-A02,N,N
KM-CLM-000789,KM-POL-001730,Closed,2024-01-08,2024-01-10,Sideswipe,DE,1,ADJ-A05,N,
KM-CLM-000790,KM-POL-001620,Closed,2022-06-10,2022-06-28,Sideswipe,PA,1,ADJ-A02,N,
KM-CLM-000791,KM-POL-000950,Open,2023-09-10,2023-10-18,Intersection,MD,1,ADJ-A04,N,N
KM-CLM-000792,KM-POL-001461,Reopened,2021-07-27,2021-07-28,Struck By,PA,1,ADJ-A01,N,N
KM-CLM-000793,KM-POL-000207,Open,2022-12-29,2023-01-31,Burn,PA,1,ADJ-A04,Y,N
KM-CLM-000794,KM-POL-001073,Open,2021-12-14,2021-12-22,Struck By,NJ,3,ADJ-A02,N,N
KM-CLM-000795,KM-POL-000544,Closed,2024-02-14,2024-03-04,Parking,NY,1,ADJ-A01,N,N
KM-CLM-000796,KM-POL-001853,Closed,2024-04-21,2024-04-21,Slip and Fall,NY,1,ADJ-A04,N,N
KM-CLM-000797,KM-POL-001706,Closed,2022-09-27,2022-10-16,Struck By,OH,1,ADJ-A04,N,N
KM-CLM-000798,KM-POL-000129,Closed,2024-03-02,2024-03-16,Fall,OH,2,ADJ-A01,N,N
KM-CLM-000799,KM-POL-001471,Closed,2023-02-18,2023-03-03,Sideswipe,PA,1,ADJ-A01,N,N
KM-CLM-000800,KM-POL-000614,Reopened,2022-12-27,2023-01-16,Struck By,NY,1,ADJ-A03,N,N
