TransactionID,ClaimNumber,TransactionType,CostType,Amount,TransactionDate,CheckNumber
KM-TXN-000932,KM-CLM-000681,Payment,Indemnity,9999.14,2023-07-14,CHK-420602
KM-TXN-000933,KM-CLM-000316,Reserve Change,Indemnity,1003.74,2022-08-17,
KM-TXN-000934,KM-CLM-000078,Reserve,Expense,13455.78,2023-05-14,
KM-TXN-000935,KM-CLM-000531,Reserve Change,Expense,-6402.59,2022-08-04,
KM-TXN-000936,KM-CLM-000717,Reserve Change,Expense,-1917.05,2022-06-27,
KM-TXN-000937,KM-CLM-000355,Recovery,Deductible,-298.78,2024-08-25,
KM-TXN-000938,KM-CLM-000033,Payment,Medical,2681.53,2021-06-30,CHK-485115
KM-TXN-000939,KM-CLM-000662,Payment,Medical,959.24,2023-06-29,CHK-754836
KM-TXN-000940,KM-CLM-000705,Payment,Indemnity,4122.21,2023-06-16,CHK-904246
KM-TXN-000941,KM-CLM-000139,Recovery,Subrogation,-7852.52,2021-07-04,
KM-TXN-000942,KM-CLM-000272,Payment,Expense,3811.93,2023-02-09,CHK-522857
KM-TXN-000943,KM-CLM-000196,Payment,Legal,9837.82,2023-02-19,CHK-367124
KM-TXN-000944,KM-CLM-000127,Payment,Indemnity,436.39,2024-03-25,CHK-688368
KM-TXN-000945,KM-CLM-000349,Reserve Change,Medical,-424.85,2022-02-11,
KM-TXN-000946,KM-CLM-000743,Reserve,Indemnity,6804.12,2024-03-19,
KM-TXN-000947,KM-CLM-000044,Reserve Change,Medical,325.28,2023-12-21,
KM-TXN-000948,KM-CLM-000742,Reserve,Legal,78041.59,2023-09-26,
KM-TXN-000949,KM-CLM-000728,Payment,Expense,740.51,2023-09-19,CHK-667297
KM-TXN-000950,KM-CLM-000244,Payment,Expense,2664.44,2023-05-22,CHK-772765
KM-TXN-000951,KM-CLM-000009,Reserve,Expense,128.68,2023-05-23,
KM-TXN-000952,KM-CLM-000762,Reserve Change,Indemnity,2123.37,2024-06-15,
KM-TXN-000953,KM-CLM-000712,Payment,Expense,3317.94,2023-10-21,CHK-791397
KM-TXN-000954,KM-CLM-000079,Reserve,Medical,4544.27,2024-05-07,
KM-TXN-000955,KM-CLM-000757,Recovery,Deductible,-987.62,2023-04-19,
KM-TXN-000956,KM-CLM-000190,Payment,Indemnity,918.38,2022-01-19,CHK-312429
KM-TXN-000957,KM-CLM-000086,Reserve Change,Indemnity,-6107.6,2022-05-27,
KM-TXN-000958,KM-CLM-000485,Payment,Legal,552.11,2023-12-27,CHK-181239
KM-TXN-000959,KM-CLM-000271,Reserve,Legal,1368.06,2023-10-26,
KM-TXN-000960,KM-CLM-000774,Reserve,Indemnity,707.31,2023-07-05,
KM-TXN-000961,KM-CLM-000513,Recovery,Subrogation,-175.59,2022-05-29,
KM-TXN-000962,KM-CLM-000020,Payment,Indemnity,667.76,2024-07-07,CHK-721427
KM-TXN-000963,KM-CLM-000489,Reserve Change,Indemnity,-1780.52,2022-04-30,
KM-TXN-000964,KM-CLM-000130,Recovery,Deductible,-758.9,2024-06-16,
KM-TXN-000965,KM-CLM-000770,Reserve Change,Indemnity,-6119.54,2023-11-10,
KM-TXN-000966,KM-CLM-000643,Reserve Change,Medical,-4669.29,2023-07-22,
KM-TXN-000967,KM-CLM-000007,Payment,Indemnity,865.13,2023-01-05,CHK-259825
KM-TXN-000968,KM-CLM-000753,Reserve,Medical,9464.64,2023-11-13,
KM-TXN-000969,KM-CLM-000704,Reserve,Expense,818.36,2023-01-02,
KM-TXN-000970,KM-CLM-000310,Payment,Medical,971.93,2021-12-21,CHK-207978
KM-TXN-000971,KM-CLM-000627,Payment,Expense,5807.39,2021-11-27,CHK-866150
KM-TXN-000972,KM-CLM-000473,Reserve,Legal,1492.29,2021-12-30,
KM-TXN-000973,KM-CLM-000102,Payment,Legal,404.75,2021-12-01,CHK-326955
KM-TXN-000974,KM-CLM-000338,Payment,Indemnity,1628.37,2021-07-04,CHK-393586
KM-TXN-000975,KM-CLM-000319,Reserve,Medical,1412.6,2023-09-21,
KM-TXN-000976,KM-CLM-000513,Payment,Expense,65.74,2021-12-30,CHK-286987
KM-TXN-000977,KM-CLM-000025,Reserve,Expense,6624.75,2024-03-13,
KM-TXN-000978,KM-CLM-000721,Payment,Medical,5137.31,2024-06-20,CHK-375710
KM-TXN-000979,KM-CLM-000430,Reserve,Indemnity,4752.67,2021-12-22,
KM-TXN-000980,KM-CLM-000143,Reserve Change,Medical,5215.99,2023-11-27,
KM-TXN-000981,KM-CLM-000709,Reserve,Legal,12913.63,2024-03-27,
KM-TXN-000982,KM-CLM-000657,Reserve Change,Legal,-4274.5,2024-09-03,
KM-TXN-000983,KM-CLM-000149,Payment,Indemnity,21150.28,2021-08-06,CHK-691040
KM-TXN-000984,KM-CLM-000693,Payment,Medical,2658.11,2023-01-15,CHK-207292
KM-TXN-000985,KM-CLM-000055,Payment,Legal,3021.06,2023-10-10,CHK-232858
KM-TXN-000986,KM-CLM-000471,Payment,Expense,548.86,2022-08-08,CHK-935593
KM-TXN-000987,KM-CLM-000363,Reserve,Expense,483.59,2022-08-31,
KM-TXN-000988,KM-CLM-000650,Reserve Change,Medical,-5416.97,2023-12-19,
KM-TXN-000989,KM-CLM-000209,Reserve Change,Indemnity,4600.51,2024-07-04,
KM-TXN-000990,KM-CLM-000185,Reserve Change,Expense,8552.49,2023-07-21,
KM-TXN-000991,KM-CLM-000065,Payment,Expense,2556.77,2022-01-21,CHK-647689
KM-TXN-000992,KM-CLM-000549,Payment,Legal,2020.36,2022-07-06,CHK-715846
KM-TXN-000993,KM-CLM-000112,Payment,Expense,5771.5,2024-01-18,CHK-776153
KM-TXN-000994,KM-CLM-000263,Payment,Medical,9484.39,2022-02-10,CHK-903266
KM-TXN-000995,KM-CLM-000076,Reserve Change,Medical,-7260.33,2023-05-20,
KM-TXN-000996,KM-CLM-000296,Payment,Legal,12752.99,2024-01-07,CHK-501548
KM-TXN-000997,KM-CLM-000178,Reserve Change,Medical,-1902.47,2023-09-24,
KM-TXN-000998,KM-CLM-000766,Payment,Medical,6639.39,2023-08-20,CHK-446198
KM-TXN-000999,KM-CLM-000001,Payment,Legal,502.12,2021-06-16,CHK-703618
KM-TXN-001000,KM-CLM-000148,Reserve Change,Legal,5167.51,2023-07-08,
KM-TXN-001001,KM-CLM-000671,Reserve Change,Legal,-7168.48,2022-09-02,
KM-TXN-001002,KM-CLM-000780,Payment,Legal,6943.6,2024-04-05,CHK-909478
KM-TXN-001003,KM-CLM-000662,Payment,Expense,3912.83,2023-01-02,CHK-994854
KM-TXN-001004,KM-CLM-000129,Reserve,Indemnity,464.95,2022-12-01,
KM-TXN-001005,KM-CLM-000638,Reserve,Legal,33293.61,2022-11-24,
KM-TXN-001006,KM-CLM-000513,Recovery,Subrogation,-250.64,2023-02-20,
KM-TXN-001007,KM-CLM-000629,Payment,Indemnity,7125.95,2023-09-28,CHK-720935
KM-TXN-001008,KM-CLM-000502,Payment,Indemnity,2150.32,2022-10-08,CHK-734152
KM-TXN-001009,KM-CLM-000149,Payment,Indemnity,405.24,2021-06-09,CHK-390704
KM-TXN-001010,KM-CLM-000269,Payment,Expense,536.0,2023-09-28,CHK-946514
KM-TXN-001011,KM-CLM-000701,Payment,Expense,195508.37,2021-08-06,CHK-873078
KM-TXN-001012,KM-CLM-000653,Reserve Change,Legal,11536.74,2021-07-02,
KM-TXN-001013,KM-CLM-000105,Reserve,Medical,3583.1,2021-07-24,
KM-TXN-001014,KM-CLM-000466,Reserve Change,Legal,2123.19,2022-04-11,
KM-TXN-001015,KM-CLM-000764,Payment,Indemnity,7659.03,2023-07-07,CHK-745804
KM-TXN-001016,KM-CLM-000281,Recovery,Salvage,-182.75,2024-04-28,
KM-TXN-001017,KM-CLM-000407,Reserve Change,Indemnity,3449.68,2023-03-13,
KM-TXN-001018,KM-CLM-000613,Payment,Medical,5911.19,2023-04-18,CHK-800969
KM-TXN-001019,KM-CLM-000794,Reserve,Indemnity,8457.15,2022-05-16,
KM-TXN-001020,KM-CLM-000358,Reserve,Expense,39593.42,2024-08-15,
KM-TXN-001021,KM-CLM-000675,Reserve,Legal,6179.33,2023-10-29,
KM-TXN-001022,KM-CLM-000203,Recovery,Salvage,-2008.81,2022-10-09,
KM-TXN-001023,KM-CLM-000612,Reserve,Expense,7005.5,2024-07-13,
KM-TXN-001024,KM-CLM-000281,Reserve,Expense,492.48,2023-08-11,
KM-TXN-001025,KM-CLM-000257,Payment,Expense,5578.94,2022-06-30,CHK-596403
KM-TXN-001026,KM-CLM-000094,Payment,Indemnity,8624.28,2023-08-15,CHK-319473
KM-TXN-001027,KM-CLM-000324,Payment,Expense,1508.03,2021-09-14,CHK-276264
KM-TXN-001028,KM-CLM-000791,Payment,Medical,362.52,2024-08-27,CHK-102800
KM-TXN-001029,KM-CLM-000739,Recovery,Deductible,-1584.58,2023-10-27,
KM-TXN-001030,KM-CLM-000362,Reserve,Legal,7900.77,2022-02-19,
KM-TXN-001031,KM-CLM-000662,Payment,Legal,2582.25,2023-08-09,CHK-921417
KM-TXN-001032,KM-CLM-000351,Reserve Change,Medical,945.1,2022-05-22,
KM-TXN-001033,KM-CLM-000062,Payment,Legal,6058.71,2023-09-04,CHK-343092
KM-TXN-001034,KM-CLM-000641,Reserve Change,Expense,1439.68,2023-03-14,
KM-TXN-001035,KM-CLM-000187,Reserve Change,Legal,-2374.6,2024-04-25,
KM-TXN-001036,KM-CLM-000580,Reserve Change,Medical,-8076.3,2022-04-21,
KM-TXN-001037,KM-CLM-000542,Payment,Expense,1039.16,2023-11-13,CHK-326957
KM-TXN-001038,KM-CLM-000304,Recovery,Subrogation,-1651.7,2022-09-17,
KM-TXN-001039,KM-CLM-000787,Reserve Change,Indemnity,-1673.81,2021-12-21,
KM-TXN-001040,KM-CLM-000639,Recovery,Deductible,-1648.88,2022-02-14,
KM-TXN-001041,KM-CLM-000436,Payment,Expense,331.26,2024-03-29,CHK-195775
KM-TXN-001042,KM-CLM-000213,Reserve,Legal,1077.62,2022-01-29,
KM-TXN-001043,KM-CLM-000406,Payment,Medical,500.88,2024-08-25,CHK-942377
KM-TXN-001044,KM-CLM-000134,Reserve,Expense,6021.33,2023-08-12,
KM-TXN-001045,KM-CLM-000219,Payment,Medical,15528.25,2022-11-15,CHK-744794
KM-TXN-001046,KM-CLM-000421,Payment,Indemnity,26719.81,2024-07-07,CHK-253607
KM-TXN-001047,KM-CLM-000319,Reserve Change,Expense,5287.69,2022-04-22,
KM-TXN-001048,KM-CLM-000157,Reserve Change,Expense,-9789.55,2023-03-23,
KM-TXN-001049,KM-CLM-000188,Reserve Change,Medical,-3760.41,2022-07-23,
KM-TXN-001050,KM-CLM-000476,Reserve Change,Indemnity,-15194.25,2021-12-08,
KM-TXN-001051,KM-CLM-000162,Reserve Change,Indemnity,826.01,2021-12-09,
KM-TXN-001052,KM-CLM-000129,Reserve Change,Expense,8124.41,2021-07-23,
KM-TXN-001053,KM-CLM-000304,Reserve,Medical,16701.62,2023-11-13,
KM-TXN-001054,KM-CLM-000089,Payment,Expense,217.33,2021-06-24,CHK-250295
KM-TXN-001055,KM-CLM-000162,Payment,Legal,9570.75,2022-04-10,CHK-272824
KM-TXN-001056,KM-CLM-000036,Reserve,Indemnity,29924.1,2021-07-27,
KM-TXN-001057,KM-CLM-000227,Reserve Change,Indemnity,7715.64,2024-06-18,
KM-TXN-001058,KM-CLM-000151,Reserve,Expense,25943.15,2021-11-09,
KM-TXN-001059,KM-CLM-000593,Payment,Expense,961.64,2024-08-15,CHK-598560
KM-TXN-001060,KM-CLM-000047,Reserve,Expense,304.18,2023-07-24,
KM-TXN-001061,KM-CLM-000716,Payment,Indemnity,7369.55,2021-07-22,CHK-100258
KM-TXN-001062,KM-CLM-000660,Payment,Indemnity,4591.3,2022-02-23,CHK-439044
KM-TXN-001063,KM-CLM-000231,Recovery,Deductible,-92.58,2023-12-17,
KM-TXN-001064,KM-CLM-000539,Payment,Indemnity,568.41,2023-06-04,CHK-181566
KM-TXN-001065,KM-CLM-000701,Payment,Legal,587.9,2022-06-18,CHK-154724
KM-TXN-001066,KM-CLM-000165,Recovery,Salvage,-1376.74,2022-10-04,
KM-TXN-001067,KM-CLM-000724,Reserve Change,Indemnity,-77.5,2022-08-29,
KM-TXN-001068,KM-CLM-000587,Payment,Legal,1317.62,2023-01-30,CHK-243628
KM-TXN-001069,KM-CLM-000604,Reserve,Expense,2619.61,2022-07-02,
KM-TXN-001070,KM-CLM-000574,Reserve,Medical,908.23,2024-06-01,
KM-TXN-001071,KM-CLM-000066,Reserve Change,Medical,4826.91,2022-10-16,
KM-TXN-001072,KM-CLM-000080,Payment,Expense,755.77,2023-07-15,CHK-636561
KM-TXN-001073,KM-CLM-000140,Reserve,Expense,28101.11,2022-11-16,
KM-TXN-001074,KM-CLM-000400,Reserve,Expense,608.16,2021-09-14,
KM-TXN-001075,KM-CLM-000130,Reserve Change,Medical,-2459.86,2022-12-16,
KM-TXN-001076,KM-CLM-000766,Payment,Legal,19106.81,2021-11-17,CHK-946446
KM-TXN-001077,KM-CLM-000446,Payment,Medical,2395.98,2022-03-22,CHK-561047
KM-TXN-001078,KM-CLM-000029,Payment,Indemnity,1003.59,2021-07-18,CHK-546070
KM-TXN-001079,KM-CLM-000202,Reserve,Expense,1915.76,2024-08-30,
KM-TXN-001080,KM-CLM-000237,Payment,Medical,636.97,2021-12-29,CHK-797137
KM-TXN-001081,KM-CLM-000599,Payment,Expense,3116.41,2022-01-14,CHK-594601
KM-TXN-001082,KM-CLM-000608,Payment,Legal,5315.15,2023-12-28,CHK-442978
KM-TXN-001083,KM-CLM-000799,Reserve Change,Indemnity,1256.49,2022-02-07,
KM-TXN-001084,KM-CLM-000339,Payment,Medical,1684.02,2022-01-06,CHK-417255
KM-TXN-001085,KM-CLM-000399,Recovery,Deductible,-1213.87,2022-03-18,
KM-TXN-001086,KM-CLM-000439,Reserve,Legal,597.74,2022-12-31,
KM-TXN-001087,KM-CLM-000289,Reserve,Legal,8665.66,2022-11-19,
KM-TXN-001088,KM-CLM-000252,Reserve,Indemnity,9433.11,2022-06-05,
KM-TXN-001089,KM-CLM-000692,Payment,Indemnity,2491.96,2021-12-08,CHK-624681
KM-TXN-001090,KM-CLM-000100,Payment,Indemnity,928.64,2021-11-06,CHK-896925
KM-TXN-001091,KM-CLM-000585,Payment,Legal,713.33,2024-03-09,CHK-222994
KM-TXN-001092,KM-CLM-000422,Recovery,Subrogation,-181.12,2023-06-11,
KM-TXN-001093,KM-CLM-000643,Reserve Change,Legal,7352.91,2022-07-31,
KM-TXN-001094,KM-CLM-000694,Reserve,Medical,4520.98,2023-08-10,
KM-TXN-001095,KM-CLM-000706,Reserve,Legal,2602.7,2021-12-24,
KM-TXN-001096,KM-CLM-000018,Reserve,Indemnity,2248.81,2024-03-02,
KM-TXN-001097,KM-CLM-000471,Recovery,Salvage,-255.57,2021-07-15,
KM-TXN-001098,KM-CLM-000638,Reserve,Legal,2200.51,2023-09-26,
KM-TXN-001099,KM-CLM-000723,Payment,Legal,7734.73,2021-10-29,CHK-352468
KM-TXN-001100,KM-CLM-000007,Payment,Expense,3633.87,2024-02-22,CHK-687354
KM-TXN-001101,KM-CLM-000419,Reserve,Legal,17030.14,2021-11-04,
KM-TXN-001102,KM-CLM-000380,Reserve,Legal,20721.55,2022-08-05,
KM-TXN-001103,KM-CLM-000508,Payment,Legal,25331.3,2023-10-08,CHK-512349
KM-TXN-001104,KM-CLM-000114,Reserve,Legal,5123.43,2023-07-09,
KM-TXN-001105,KM-CLM-000511,Reserve,Legal,2586.39,2023-03-05,
KM-TXN-001106,KM-CLM-000596,Payment,Medical,3055.24,2023-12-11,CHK-495637
KM-TXN-001107,KM-CLM-000614,Payment,Medical,3937.94,2022-04-26,CHK-911513
KM-TXN-001108,KM-CLM-000469,Reserve,Medical,4670.08,2022-06-04,
KM-TXN-001109,KM-CLM-000093,Payment,Legal,618.47,2023-02-02,CHK-504257
KM-TXN-001110,KM-CLM-000492,Reserve,Legal,6496.35,2021-06-21,
KM-TXN-001111,KM-CLM-000102,Payment,Medical,3475.13,2022-06-01,CHK-840551
KM-TXN-001112,KM-CLM-000493,Reserve Change,Indemnity,1736.94,2024-08-05,
KM-TXN-001113,KM-CLM-000763,Reserve Change,Medical,-9188.2,2021-08-04,
KM-TXN-001114,KM-CLM-000536,Payment,Legal,268.24,2022-01-27,CHK-597526
KM-TXN-001115,KM-CLM-000485,Payment,Legal,4273.3,2023-05-04,CHK-472235
KM-TXN-001116,KM-CLM-000479,Reserve Change,Indemnity,-1861.55,2023-05-12,
KM-TXN-001117,KM-CLM-000167,Reserve,Medical,138255.52,2024-02-17,
KM-TXN-001118,KM-CLM-000140,Payment,Expense,9039.8,2024-06-24,CHK-426905
KM-TXN-001119,KM-CLM-000094,Reserve Change,Indemnity,-6340.65,2021-06-11,
KM-TXN-001120,KM-CLM-000181,Payment,Legal,6196.99,2022-04-21,CHK-979387
KM-TXN-001121,KM-CLM-000576,Payment,Indemnity,12341.12,2024-05-04,CHK-647341
KM-TXN-001122,KM-CLM-000004,Payment,Indemnity,1059.63,2022-11-04,CHK-432369
KM-TXN-001123,KM-CLM-000606,Reserve,Expense,4318.8,2022-02-05,
KM-TXN-001124,KM-CLM-000389,Payment,Expense,936.69,2022-06-30,CHK-656464
KM-TXN-001125,KM-CLM-000272,Reserve,Indemnity,912.34,2021-07-31,
KM-TXN-001126,KM-CLM-000795,Reserve,Medical,52337.42,2024-06-02,
KM-TXN-001127,KM-CLM-000132,Reserve,Indemnity,100.99,2021-07-18,
KM-TXN-001128,KM-CLM-000584,Payment,Expense,804.73,2024-04-26,CHK-181998
KM-TXN-001129,KM-CLM-000593,Reserve,Expense,2607.93,2024-04-14,
KM-TXN-001130,KM-CLM-000512,Payment,Expense,2183.37,2022-04-09,CHK-734787
KM-TXN-001131,KM-CLM-000686,Payment,Expense,408.45,2022-08-17,CHK-983101
KM-TXN-001132,KM-CLM-000052,Reserve,Expense,37511.45,2023-06-18,
KM-TXN-001133,KM-CLM-000290,Reserve,Legal,312.98,2022-01-22,
KM-TXN-001134,KM-CLM-000446,Reserve,Indemnity,319.93,2022-08-19,
KM-TXN-001135,KM-CLM-000237,Payment,Medical,1938.49,2021-07-31,CHK-324289
KM-TXN-001136,KM-CLM-000789,Reserve,Medical,713.06,2023-04-02,
KM-TXN-001137,KM-CLM-000491,Payment,Legal,2319.97,2022-03-11,CHK-274185
KM-TXN-001138,KM-CLM-000280,Payment,Indemnity,743.89,2022-08-25,CHK-764555
KM-TXN-001139,KM-CLM-000044,Payment,Expense,4764.15,2021-11-18,CHK-974098
KM-TXN-001140,KM-CLM-000766,Recovery,Salvage,-262.99,2022-02-15,
KM-TXN-001141,KM-CLM-000359,Payment,Medical,10233.9,2022-12-01,CHK-391228
KM-TXN-001142,KM-CLM-000646,Payment,Medical,3847.92,2022-12-13,CHK-845902
KM-TXN-001143,KM-CLM-000568,Reserve Change,Legal,-3790.48,2024-02-12,
KM-TXN-001144,KM-CLM-000526,Reserve,Indemnity,12536.12,2022-07-14,
KM-TXN-001145,KM-CLM-000690,Reserve Change,Indemnity,730.08,2021-12-06,
KM-TXN-001146,KM-CLM-000462,Reserve Change,Expense,3927.55,2023-05-15,
KM-TXN-001147,KM-CLM-000101,Reserve,Indemnity,12078.3,2024-07-04,
KM-TXN-001148,KM-CLM-000692,Reserve Change,Indemnity,1796.43,2023-01-24,
KM-TXN-001149,KM-CLM-000461,Reserve Change,Legal,323.26,2024-01-13,
KM-TXN-001150,KM-CLM-000769,Reserve Change,Legal,4522.37,2024-03-12,
KM-TXN-001151,KM-CLM-000268,Payment,Expense,7366.63,2023-11-11,CHK-249824
KM-TXN-001152,KM-CLM-000362,Payment,Legal,2130.01,2024-04-15,CHK-980673
KM-TXN-001153,KM-CLM-000408,Reserve,Expense,12200.39,2023-08-29,
KM-TXN-001154,KM-CLM-000037,Payment,Legal,5567.55,2022-07-01,CHK-558482
KM-TXN-001155,KM-CLM-000468,Reserve,Legal,54742.22,2022-10-26,
KM-TXN-001156,KM-CLM-000716,Payment,Medical,10082.42,2022-05-21,CHK-687712
KM-TXN-001157,KM-CLM-000259,Reserve Change,Medical,5149.28,2022-07-11,
KM-TXN-001158,KM-CLM-000509,Reserve,Legal,2640.74,2022-12-28,
KM-TXN-001159,KM-CLM-000667,Recovery,Salvage,-178.95,2023-08-14,
KM-TXN-001160,KM-CLM-000750,Reserve,Legal,11372.41,2021-12-28,
KM-TXN-001161,KM-CLM-000309,Reserve,Medical,11244.01,2024-09-08,
KM-TXN-001162,KM-CLM-000612,Payment,Expense,1122.9,2023-03-01,CHK-563100
KM-TXN-001163,KM-CLM-000273,Reserve,Indemnity,664.23,2022-05-06,
KM-TXN-001164,KM-CLM-000625,Reserve Change,Legal,8278.97,2022-07-27,
KM-TXN-001165,KM-CLM-000110,Reserve,Legal,9305.78,2024-02-25,
KM-TXN-001166,KM-CLM-000655,Reserve,Medical,802.42,2023-11-05,
KM-TXN-001167,KM-CLM-000679,Reserve,Legal,4062.41,2023-12-01,
KM-TXN-001168,KM-CLM-000260,Payment,Expense,360.53,2023-10-16,CHK-613900
KM-TXN-001169,KM-CLM-000657,Reserve,Indemnity,13666.14,2022-12-09,
KM-TXN-001170,KM-CLM-000742,Payment,Legal,16648.87,2023-03-15,CHK-828864
KM-TXN-001171,KM-CLM-000268,Payment,Expense,1446.31,2022-01-07,CHK-927289
KM-TXN-001172,KM-CLM-000032,Reserve,Indemnity,4278.13,2023-07-25,
KM-TXN-001173,KM-CLM-000731,Reserve,Medical,3247.27,2023-10-28,
KM-TXN-001174,KM-CLM-000177,Reserve Change,Indemnity,-1121.98,2022-07-15,
KM-TXN-001175,KM-CLM-000104,Payment,Expense,712.58,2024-08-05,CHK-362709
KM-TXN-001176,KM-CLM-000236,Payment,Indemnity,9494.34,2023-05-24,CHK-818660
KM-TXN-001177,KM-CLM-000093,Payment,Indemnity,2284.8,2023-07-06,CHK-226080
KM-TXN-001178,KM-CLM-000201,Recovery,Subrogation,-708.66,2021-10-10,
KM-TXN-001179,KM-CLM-000743,Reserve Change,Indemnity,-1130.27,2023-12-08,
KM-TXN-001180,KM-CLM-000767,Reserve Change,Medical,-6364.48,2022-05-09,
KM-TXN-001181,KM-CLM-000597,Reserve,Legal,20081.88,2021-08-09,
KM-TXN-001182,KM-CLM-000035,Reserve,Indemnity,41541.08,2024-04-13,
KM-TXN-001183,KM-CLM-000117,Payment,Indemnity,193.69,2022-11-01,CHK-685005
KM-TXN-001184,KM-CLM-000688,Reserve Change,Medical,3547.24,2023-09-18,
KM-TXN-001185,KM-CLM-000458,Reserve,Indemnity,17920.06,2023-01-23,
KM-TXN-001186,KM-CLM-000471,Payment,Expense,8442.61,2024-05-22,CHK-556564
KM-TXN-001187,KM-CLM-000788,Recovery,Subrogation,-2220.45,2023-05-23,
KM-TXN-001188,KM-CLM-000399,Payment,Medical,42743.11,2023-08-25,CHK-783768
KM-TXN-001189,KM-CLM-000597,Reserve,Legal,8958.79,2021-08-01,
KM-TXN-001190,KM-CLM-000117,Payment,Indemnity,5950.4,2022-01-21,CHK-465093
KM-TXN-001191,KM-CLM-000362,Reserve,Expense,5007.28,2022-06-04,
KM-TXN-001192,KM-CLM-000204,Reserve,Legal,1474.02,2023-03-23,
KM-TXN-001193,KM-CLM-000146,Reserve,Indemnity,14220.08,2023-10-28,
KM-TXN-001194,KM-CLM-000444,Recovery,Salvage,-1796.86,2022-06-16,
KM-TXN-001195,KM-CLM-000727,Reserve Change,Indemnity,1708.92,2023-06-03,
KM-TXN-001196,KM-CLM-000617,Payment,Expense,246.58,2022-10-16,CHK-286659
KM-TXN-001197,KM-CLM-000297,Payment,Legal,317.75,2021-10-27,CHK-126524
KM-TXN-001198,KM-CLM-000581,Payment,Medical,4540.33,2022-08-15,CHK-483450
KM-TXN-001199,KM-CLM-000487,Reserve,Legal,2839.53,2023-07-02,
KM-TXN-001200,KM-CLM-000767,Reserve,Indemnity,8384.5,2023-07-02,
KM-TXN-001201,KM-CLM-000231,Payment,Expense,3226.75,2022-03-25,CHK-996922
KM-TXN-001202,KM-CLM-000203,Reserve Change,Legal,-572.08,2023-03-06,
KM-TXN-001203,KM-CLM-000362,Reserve Change,Expense,-1280.42,2022-02-06,
KM-TXN-001204,KM-CLM-000395,Payment,Indemnity,1546.39,2021-06-20,CHK-588715
KM-TXN-001205,KM-CLM-000248,Payment,Indemnity,3676.76,2023-03-15,CHK-908184
KM-TXN-001206,KM-CLM-000440,Payment,Indemnity,3216.33,2021-06-23,CHK-802586
KM-TXN-001207,KM-CLM-000396,Payment,Medical,693.14,2023-04-05,CHK-462798
KM-TXN-001208,KM-CLM-000761,Payment,Expense,1776.14,2022-08-12,CHK-863878
KM-TXN-001209,KM-CLM-000656,Recovery,Subrogation,-230.28,2024-01-10,
KM-TXN-001210,KM-CLM-000795,Reserve Change,Medical,2571.78,2024-08-06,
KM-TXN-001211,KM-CLM-000356,Payment,Expense,1034.16,2023-03-21,CHK-544677
KM-TXN-001212,KM-CLM-000401,Payment,Indemnity,4288.65,2022-09-20,CHK-324164
KM-TXN-001213,KM-CLM-000241,Reserve Change,Medical,-1202.15,2024-07-25,
KM-TXN-001214,KM-CLM-000341,Recovery,Salvage,-2088.09,2021-10-14,
KM-TXN-001215,KM-CLM-000229,Payment,Legal,8952.35,2023-07-30,CHK-746944
KM-TXN-001216,KM-CLM-000543,Payment,Medical,3081.1,2023-01-02,CHK-686986
KM-TXN-001217,KM-CLM-000621,Reserve Change,Indemnity,-1836.22,2022-08-09,
KM-TXN-001218,KM-CLM-000539,Payment,Expense,587.13,2024-05-15,CHK-300261
KM-TXN-001219,KM-CLM-000672,Payment,Medical,5732.8,2022-08-20,CHK-501035
KM-TXN-001220,KM-CLM-000529,Reserve,Indemnity,4450.22,2021-12-28,
KM-TXN-001221,KM-CLM-000267,Reserve Change,Indemnity,240.75,2024-07-23,
KM-TXN-001222,KM-CLM-000129,Payment,Expense,1134.46,2022-12-22,CHK-492383
KM-TXN-001223,KM-CLM-000220,Payment,Legal,344.0,2021-11-01,CHK-287700
KM-TXN-001224,KM-CLM-000082,Reserve Change,Indemnity,5372.42,2024-08-19,
KM-TXN-001225,KM-CLM-000561,Reserve Change,Expense,-423.57,2023-10-12,
KM-TXN-001226,KM-CLM-000553,Reserve Change,Medical,-9311.25,2023-11-09,
KM-TXN-001227,KM-CLM-000020,Reserve,Legal,3995.63,2023-03-13,
KM-TXN-001228,KM-CLM-000327,Payment,Expense,355.8,2023-03-18,CHK-883945
KM-TXN-001229,KM-CLM-000037,Payment,Expense,3671.86,2022-07-11,CHK-111190
KM-TXN-001230,KM-CLM-000382,Reserve,Legal,9696.35,2022-07-09,
KM-TXN-001231,KM-CLM-000039,Reserve Change,Indemnity,7541.27,2021-09-10,
KM-TXN-001232,KM-CLM-000109,Reserve Change,Indemnity,-7382.92,2024-03-08,
KM-TXN-001233,KM-CLM-000429,Payment,Medical,10144.12,2024-03-18,CHK-305349
KM-TXN-001234,KM-CLM-000064,Reserve,Medical,10710.74,2021-09-04,
KM-TXN-001235,KM-CLM-000175,Reserve,Medical,632.47,2022-12-15,
KM-TXN-001236,KM-CLM-000791,Payment,Legal,16194.4,2023-10-11,CHK-563555
KM-TXN-001237,KM-CLM-000032,Reserve,Legal,4077.79,2022-01-31,
KM-TXN-001238,KM-CLM-000721,Payment,Indemnity,432.91,2022-02-10,CHK-478526
KM-TXN-001239,KM-CLM-000531,Payment,Expense,6294.93,2023-12-15,CHK-651553
KM-TXN-001240,KM-CLM-000106,Reserve Change,Indemnity,-5444.53,2022-05-17,
