txn_id,claim_id,txn_type,cost_category,txn_amount,txn_dt,check_num
GT-0001159,CLM-521730,PMT,EXP,296.74,2023-06-02,97697
GT-0001160,CLM-646877,RSV,AO,6525.67,2024-02-07,
GT-0001161,CLM-618938,RSV_CHG,IND,12723.99,2023-12-27,
GT-0001162,CLM-719323,RSV,EXP,986.01,2023-01-10,
GT-0001163,CLM-710247,RSV_CHG,AO,-1457.15,2021-08-19,
GT-0001164,CLM-646877,RSV_CHG,MED,-987.65,2023-05-06,
GT-0001165,CLM-176281,PMT,DCC,345.98,2022-08-28,57938
GT-0001166,CLM-829891,PMT,AO,557.8,2023-05-21,42620
GT-0001167,CLM-374419,PMT,DCC,1538.17,2023-11-21,88941
GT-0001168,CLM-509106,REC,DED,-3196.9,2024-02-09,
GT-0001169,CLM-740084,PMT,DCC,2762.03,2021-11-27,97347
GT-0001170,CLM-606779,RSV,DCC,24179.67,2024-03-28,
GT-0001171,CLM-972415,RSV_CHG,EXP,3761.88,2024-05-21,
GT-0001172,CLM-957170,RSV,IND,7012.07,2024-03-06,
GT-0001173,CLM-225805,PMT,IND,144.42,2024-05-20,25331
GT-0001174,CLM-620580,PMT,AO,12064.31,2023-06-26,62215
GT-0001175,CLM-176287,RSV_CHG,IND,4631.45,2023-07-07,
GT-0001176,CLM-244933,PMT,AO,2137.98,2023-01-04,16146
GT-0001177,CLM-177946,PMT,EXP,279.99,2022-06-22,94752
GT-0001178,CLM-483894,RSV,EXP,390.72,2024-01-11,
GT-0001179,CLM-779865,RSV_CHG,AO,-5389.96,2022-01-05,
GT-0001180,CLM-894693,RSV,AO,1337.77,2021-09-26,
GT-0001181,CLM-513209,PMT,IND,2386.54,2022-12-08,74473
GT-0001182,CLM-874672,RSV_CHG,DCC,-1121.04,2024-07-15,
GT-0001183,CLM-640331,RSV,EXP,4670.39,2023-01-14,
GT-0001184,CLM-563681,REC,SALV,-1001.25,2022-05-29,
GT-0001185,CLM-660211,RSV,MED,32721.85,2022-08-06,
GT-0001186,CLM-575714,PMT,IND,653.09,2024-04-03,71970
GT-0001187,CLM-466271,PMT,IND,169.37,2022-10-05,10352
GT-0001188,CLM-196118,RSV_CHG,DCC,-3610.37,2023-11-03,
GT-0001189,CLM-340961,RSV,MED,10552.74,2022-04-24,
GT-0001190,CLM-578814,PMT,AO,4394.07,2024-02-19,16629
GT-0001191,CLM-279243,RSV_CHG,AO,3868.74,2022-09-27,
GT-0001192,CLM-460029,RSV_CHG,DCC,-3126.49,2022-08-05,
GT-0001193,CLM-214404,PMT,DCC,2263.01,2021-12-01,47362
GT-0001194,CLM-302779,RSV,AO,45860.88,2022-07-27,
GT-0001195,CLM-886786,PMT,DCC,3927.71,2022-07-26,11482
GT-0001196,CLM-745485,REC,SUBRO,-78.84,2022-05-29,
GT-0001197,CLM-286410,RSV,EXP,3717.56,2024-04-14,
GT-0001198,CLM-295714,RSV_CHG,AO,-1510.52,2022-02-28,
GT-0001199,CLM-615171,PMT,EXP,211.97,2022-03-06,87048
GT-0001200,CLM-906467,RSV,DCC,42147.02,2022-01-01,
GT-0001201,CLM-402024,PMT,DCC,244.74,2024-03-09,42221
GT-0001202,CLM-227940,PMT,EXP,1294.93,2023-08-30,11651
GT-0001203,CLM-433713,PMT,DCC,8107.53,2024-04-30,50826
GT-0001204,CLM-700231,RSV_CHG,EXP,-3947.24,2023-12-21,
GT-0001205,CLM-755569,RSV,IND,3819.61,2022-04-05,
GT-0001206,CLM-668178,PMT,AO,2798.88,2024-05-04,51803
GT-0001207,CLM-929357,RSV_CHG,DCC,-3601.85,2022-03-07,
GT-0001208,CLM-876787,PMT,MED,700.72,2023-12-15,50862
GT-0001209,CLM-890930,PMT,MED,2190.01,2022-07-03,25365
GT-0001210,CLM-438713,RSV_CHG,EXP,2868.43,2021-11-26,
GT-0001211,CLM-154391,RSV,MED,14165.99,2023-03-27,
GT-0001212,CLM-814670,PMT,IND,420.94,2022-06-19,80723
GT-0001213,CLM-918149,RSV_CHG,AO,-7309.32,2023-09-01,
GT-0001214,CLM-522218,PMT,MED,4488.5,2022-03-22,46214
GT-0001215,CLM-207309,RSV_CHG,DCC,5608.47,2023-03-15,
GT-0001216,CLM-470168,RSV,MED,255738.41,2023-02-01,
GT-0001217,CLM-687132,PMT,MED,86453.75,2023-11-06,12408
GT-0001218,CLM-435666,RSV_CHG,IND,7924.17,2022-11-20,
GT-0001219,CLM-960498,RSV,MED,768.67,2021-10-06,
GT-0001220,CLM-116836,RSV_CHG,MED,-863.48,2023-09-07,
GT-0001221,CLM-600801,PMT,IND,3423.1,2022-07-26,42590
GT-0001222,CLM-382410,RSV_CHG,EXP,2084.34,2022-03-01,
GT-0001223,CLM-734563,RSV_CHG,IND,-756.74,2023-12-19,
GT-0001224,CLM-863036,PMT,IND,8276.0,2021-08-17,89194
GT-0001225,CLM-919653,REC,SALV,-314.99,2022-09-29,
GT-0001226,CLM-621379,PMT,MED,1981.48,2022-08-02,81556
GT-0001227,CLM-247172,RSV_CHG,AO,344.78,2022-08-19,
GT-0001228,CLM-680429,PMT,EXP,2762.36,2021-09-30,29609
GT-0001229,CLM-927887,RSV_CHG,AO,2472.61,2022-08-05,
GT-0001230,CLM-680429,RSV,MED,1016.72,2023-11-25,
GT-0001231,CLM-253662,PMT,IND,38.8,2021-08-29,33358
GT-0001232,CLM-245483,RSV,EXP,1917.65,2022-02-12,
GT-0001233,CLM-295666,RSV,DCC,6000.08,2023-01-28,
GT-0001234,CLM-295714,PMT,AO,2820.36,2022-08-13,20673
GT-0001235,CLM-777192,PMT,AO,666.5,2023-10-24,80730
GT-0001236,CLM-638228,RSV,IND,6406.0,2023-02-02,
GT-0001237,CLM-498280,PMT,IND,2096.31,2024-05-11,13163
GT-0001238,CLM-513695,RSV_CHG,DCC,-2988.19,2022-01-06,
GT-0001239,CLM-966473,PMT,AO,1197.32,2021-12-03,99256
GT-0001240,CLM-601556,PMT,DCC,311.36,2023-12-13,37394
GT-0001241,CLM-886185,RSV_CHG,MED,-8815.12,2021-09-21,
GT-0001242,CLM-886786,PMT,DCC,7247.93,2021-12-25,87144
GT-0001243,CLM-801827,PMT,AO,1918.42,2024-02-09,60150
GT-0001244,CLM-575606,RSV_CHG,AO,-1529.86,2024-03-09,
GT-0001245,CLM-144957,RSV,AO,7385.58,2021-09-09,
GT-0001246,CLM-126629,RSV,AO,8474.98,2022-10-17,
GT-0001247,CLM-940561,PMT,EXP,20378.49,2022-01-12,61597
GT-0001248,CLM-777192,PMT,AO,8455.05,2023-10-29,31013
GT-0001249,CLM-788627,PMT,AO,2334.25,2022-09-02,15230
GT-0001250,CLM-617899,PMT,IND,24048.98,2024-01-30,41266
GT-0001251,CLM-282677,REC,DED,-492.55,2021-10-20,
GT-0001252,CLM-575606,REC,SUBRO,-2068.77,2023-07-03,
GT-0001253,CLM-882733,RSV,AO,1720.3,2021-08-23,
GT-0001254,CLM-668178,RSV,MED,4386.61,2021-10-07,
GT-0001255,CLM-139623,RSV,IND,11770.43,2023-03-20,
GT-0001256,CLM-503150,PMT,AO,1962.85,2022-09-11,77337
GT-0001257,CLM-190375,RSV_CHG,IND,1310.27,2022-10-02,
GT-0001258,CLM-972831,PMT,IND,2050.21,2022-08-14,58725
GT-0001259,CLM-857513,RSV_CHG,MED,5865.06,2023-11-25,
GT-0001260,CLM-456029,RSV,DCC,4704.66,2024-02-26,
GT-0001261,CLM-187008,RSV_CHG,DCC,-2671.33,2022-08-11,
GT-0001262,CLM-640331,RSV_CHG,DCC,-231.32,2023-01-02,
GT-0001263,CLM-665465,PMT,IND,7948.57,2023-02-24,81301
GT-0001264,CLM-213994,RSV,MED,15843.72,2023-09-11,
GT-0001265,CLM-397340,PMT,IND,1288.55,2022-11-02,82703
GT-0001266,CLM-808236,RSV,IND,1161.72,2022-03-20,
GT-0001267,CLM-814670,PMT,IND,722.99,2024-01-20,62342
GT-0001268,CLM-188095,PMT,EXP,1452.9,2022-06-24,99717
GT-0001269,CLM-213994,RSV_CHG,MED,-373.06,2023-02-22,
GT-0001270,CLM-613416,PMT,MED,573.57,2024-01-26,46529
GT-0001271,CLM-381560,PMT,AO,5093.64,2024-01-05,92358
GT-0001272,CLM-728098,RSV_CHG,EXP,-2555.69,2022-12-08,
GT-0001273,CLM-639236,RSV,MED,948.19,2021-08-11,
GT-0001274,CLM-563681,RSV_CHG,AO,-887.78,2022-10-30,
GT-0001275,CLM-687132,PMT,DCC,2711.7,2021-10-06,12757
GT-0001276,CLM-282677,RSV,MED,925.81,2023-10-24,
GT-0001277,CLM-670392,RSV,IND,4360.66,2023-05-28,
GT-0001278,CLM-874672,RSV,IND,2010.24,2023-01-15,
GT-0001279,CLM-918149,RSV,EXP,2385.0,2021-12-03,
GT-0001280,CLM-695451,PMT,IND,1462.18,2022-06-17,96516
GT-0001281,CLM-974468,PMT,EXP,3196.11,2023-07-18,68302
GT-0001282,CLM-498928,PMT,MED,1498.92,2023-05-28,80015
GT-0001283,CLM-239563,RSV,EXP,265959.38,2022-03-11,
GT-0001284,CLM-923769,PMT,MED,3629.68,2022-10-23,80842
GT-0001285,CLM-813586,PMT,AO,2513.94,2022-11-04,11631
GT-0001286,CLM-327117,RSV_CHG,MED,-1364.25,2022-04-18,
GT-0001287,CLM-550846,RSV,AO,1792.35,2024-03-04,
GT-0001288,CLM-847295,RSV_CHG,IND,4546.92,2022-06-20,
GT-0001289,CLM-957170,RSV,EXP,317.99,2024-05-07,
GT-0001290,CLM-662292,RSV,AO,24311.9,2022-08-05,
GT-0001291,CLM-492722,PMT,MED,6710.08,2022-01-26,29864
GT-0001292,CLM-684900,PMT,DCC,1268.98,2022-06-24,61346
GT-0001293,CLM-443807,RSV,AO,25540.02,2022-03-30,
GT-0001294,CLM-697092,RSV,MED,2542.89,2023-10-03,
GT-0001295,CLM-342880,PMT,AO,1312.58,2022-10-30,52165
GT-0001296,CLM-196118,PMT,AO,2868.06,2023-07-14,30637
GT-0001297,CLM-749633,RSV,IND,2224.34,2021-11-06,
GT-0001298,CLM-777192,RSV_CHG,IND,3211.07,2023-04-04,
GT-0001299,CLM-299635,PMT,DCC,809.23,2023-12-28,89702
GT-0001300,CLM-235158,PMT,DCC,2117.81,2021-11-30,54295
GT-0001301,CLM-648234,PMT,AO,45680.95,2022-04-14,21867
GT-0001302,CLM-745485,RSV,DCC,8682.22,2023-12-30,
GT-0001303,CLM-838916,RSV,MED,22896.06,2023-12-08,
GT-0001304,CLM-813586,RSV_CHG,DCC,4105.26,2024-02-13,
GT-0001305,CLM-703396,RSV,DCC,168.74,2023-10-19,
GT-0001306,CLM-668624,PMT,MED,1311.02,2023-06-10,60087
GT-0001307,CLM-854354,RSV,MED,36066.78,2022-07-18,
GT-0001308,CLM-411142,RSV,MED,604.51,2024-02-16,
GT-0001309,CLM-196750,RSV,AO,3049.74,2022-07-07,
GT-0001310,CLM-443818,PMT,MED,23627.87,2023-04-15,47025
GT-0001311,CLM-346709,PMT,AO,341.44,2023-07-30,67321
GT-0001312,CLM-154391,PMT,AO,6610.82,2022-09-25,88684
GT-0001313,CLM-166564,REC,SALV,-210.86,2024-04-28,
GT-0001314,CLM-521164,PMT,MED,3099.34,2023-01-25,37085
GT-0001315,CLM-280205,PMT,MED,3831.72,2023-09-05,36702
GT-0001316,CLM-454301,PMT,DCC,4232.0,2021-09-17,41028
GT-0001317,CLM-461722,PMT,DCC,437.05,2024-02-14,54898
GT-0001318,CLM-238785,RSV_CHG,IND,5286.09,2021-08-02,
GT-0001319,CLM-723033,PMT,AO,591.27,2024-06-01,64725
GT-0001320,CLM-454303,RSV,EXP,329.02,2024-01-08,
GT-0001321,CLM-665093,PMT,IND,415.49,2023-04-10,27321
GT-0001322,CLM-779865,RSV,AO,1060.06,2021-08-06,
GT-0001323,CLM-513209,RSV,DCC,13504.11,2023-12-06,
GT-0001324,CLM-140177,PMT,MED,5560.17,2024-05-11,36225
GT-0001325,CLM-498280,PMT,DCC,1793.54,2023-08-15,17273
GT-0001326,CLM-660211,PMT,DCC,425.84,2023-11-24,34887
GT-0001327,CLM-324885,RSV,IND,1729.41,2021-09-14,
GT-0001328,CLM-291251,RSV_CHG,MED,-387.5,2022-07-14,
GT-0001329,CLM-100487,PMT,DCC,298.31,2021-10-31,89285
GT-0001330,CLM-668624,RSV_CHG,AO,-4982.13,2021-08-21,
GT-0001331,CLM-148016,PMT,EXP,1470.35,2022-02-28,71397
GT-0001332,CLM-806617,RSV_CHG,IND,-944.85,2022-07-18,
GT-0001333,CLM-340027,RSV_CHG,IND,-4955.93,2021-11-04,
GT-0001334,CLM-854354,PMT,IND,8019.61,2022-07-06,49319
GT-0001335,CLM-347996,RSV_CHG,MED,-3141.97,2022-08-17,
GT-0001336,CLM-454912,REC,SUBRO,-147.23,2022-01-07,
GT-0001337,CLM-393178,PMT,AO,7894.1,2023-08-31,44556
GT-0001338,CLM-432741,RSV_CHG,MED,1375.36,2023-04-05,
GT-0001339,CLM-887663,PMT,MED,1017.75,2022-12-01,12708
GT-0001340,CLM-580127,RSV,MED,1311.86,2021-10-06,
GT-0001341,CLM-441045,RSV_CHG,AO,-1661.83,2023-02-24,
GT-0001342,CLM-930948,REC,SUBRO,-242.59,2023-01-13,
GT-0001343,CLM-449820,PMT,IND,755.38,2021-10-10,75947
GT-0001344,CLM-346645,RSV,AO,5307.82,2022-11-05,
GT-0001345,CLM-696842,RSV,AO,940.79,2022-07-22,
GT-0001346,CLM-778785,PMT,MED,52.32,2022-06-18,76483
GT-0001347,CLM-906467,RSV,EXP,60376.21,2023-07-15,
GT-0001348,CLM-728098,RSV,MED,577.33,2022-08-30,
GT-0001349,CLM-578814,RSV_CHG,DCC,-7216.39,2022-12-20,
GT-0001350,CLM-443807,RSV,AO,28060.45,2022-09-27,
GT-0001351,CLM-433713,PMT,IND,803.86,2022-07-21,17002
GT-0001352,CLM-375617,PMT,AO,2311.94,2021-08-14,66623
GT-0001353,CLM-433191,RSV_CHG,DCC,3781.69,2022-07-10,
GT-0001354,CLM-559203,PMT,EXP,4951.35,2022-12-15,73882
GT-0001355,CLM-139521,RSV,IND,9103.43,2023-08-03,
GT-0001356,CLM-616765,RSV,DCC,1373.78,2021-12-16,
GT-0001357,CLM-397249,REC,SALV,-131.09,2021-10-23,
GT-0001358,CLM-397340,RSV,DCC,71712.01,2022-06-12,
GT-0001359,CLM-343363,RSV_CHG,DCC,590.28,2023-09-06,
GT-0001360,CLM-349717,PMT,IND,2712.08,2023-06-10,15579
GT-0001361,CLM-758315,PMT,IND,787.62,2023-07-06,76268
GT-0001362,CLM-820140,PMT,DCC,2265.64,2021-11-30,89314
GT-0001363,CLM-919653,RSV,EXP,2046.83,2022-03-21,
GT-0001364,CLM-728098,PMT,AO,1018.55,2022-11-07,83189
GT-0001365,CLM-235158,RSV,MED,465.08,2023-06-23,
GT-0001366,CLM-542461,RSV_CHG,IND,2020.75,2023-03-04,
GT-0001367,CLM-632188,PMT,AO,73.17,2023-06-04,73303
GT-0001368,CLM-660211,RSV_CHG,AO,5076.52,2021-10-08,
GT-0001369,CLM-998654,RSV_CHG,IND,8621.25,2022-11-06,
GT-0001370,CLM-408298,PMT,EXP,827.6,2023-11-08,15578
GT-0001371,CLM-987874,PMT,MED,4692.66,2024-05-29,88195
GT-0001372,CLM-483894,PMT,IND,894.71,2023-03-07,32044
GT-0001373,CLM-617899,PMT,AO,1465.47,2022-10-01,15377
GT-0001374,CLM-758784,PMT,MED,720.61,2022-09-01,99063
GT-0001375,CLM-759737,PMT,DCC,853.33,2022-12-16,25398
GT-0001376,CLM-829286,RSV,AO,2042.42,2022-08-30,
GT-0001377,CLM-695451,RSV_CHG,DCC,-8607.08,2022-06-29,
GT-0001378,CLM-635055,PMT,DCC,2268.48,2023-03-27,88575
GT-0001379,CLM-266028,RSV,IND,198.64,2022-12-18,
GT-0001380,CLM-668303,RSV_CHG,DCC,-1784.89,2023-10-17,
GT-0001381,CLM-569320,RSV_CHG,AO,-8008.61,2022-07-01,
GT-0001382,CLM-925866,PMT,IND,910.89,2023-12-22,90626
GT-0001383,CLM-618938,RSV_CHG,EXP,1168.38,2022-04-28,
GT-0001384,CLM-695451,RSV_CHG,AO,6133.09,2021-08-15,
GT-0001385,CLM-738542,RSV_CHG,DCC,-216.83,2024-08-05,
GT-0001386,CLM-828338,RSV,AO,2502.34,2021-09-24,
GT-0001387,CLM-671052,PMT,AO,345.43,2023-07-12,22144
GT-0001388,CLM-739509,PMT,MED,474.82,2022-11-16,80890
GT-0001389,CLM-522346,RSV_CHG,AO,5272.94,2022-04-08,
GT-0001390,CLM-992924,RSV_CHG,EXP,2069.55,2022-04-16,
GT-0001391,CLM-946835,RSV_CHG,EXP,-4091.93,2023-02-03,
GT-0001392,CLM-870229,PMT,DCC,104.41,2023-02-05,92470
GT-0001393,CLM-127491,RSV,MED,55523.34,2022-02-02,
GT-0001394,CLM-448436,RSV,IND,553.68,2022-06-28,
GT-0001395,CLM-915044,PMT,MED,1458.94,2021-11-26,46981
GT-0001396,CLM-346645,RSV_CHG,DCC,-3939.18,2024-01-27,
GT-0001397,CLM-672640,PMT,DCC,354.7,2023-06-14,39144
GT-0001398,CLM-670392,PMT,EXP,1879.15,2023-10-14,20336
GT-0001399,CLM-178129,RSV_CHG,DCC,3854.45,2023-05-04,
GT-0001400,CLM-116951,RSV,AO,11522.0,2022-05-02,
GT-0001401,CLM-806617,RSV_CHG,DCC,2692.87,2021-11-24,
GT-0001402,CLM-114694,PMT,MED,391.1,2022-03-30,22042
GT-0001403,CLM-985734,PMT,AO,1843.63,2022-05-20,36174
GT-0001404,CLM-662292,RSV_CHG,EXP,1494.68,2022-12-11,
GT-0001405,CLM-111158,RSV,AO,418.27,2024-05-13,
GT-0001406,CLM-465236,PMT,IND,98.16,2023-11-01,99227
GT-0001407,CLM-408298,RSV,MED,4368.27,2022-09-10,
GT-0001408,CLM-901674,RSV,EXP,1072.6,2022-01-02,
GT-0001409,CLM-548903,PMT,DCC,276.04,2024-04-12,29039
GT-0001410,CLM-728098,RSV,MED,160.72,2024-02-28,
GT-0001411,CLM-922497,REC,SALV,-250.55,2023-04-25,
GT-0001412,CLM-137538,PMT,AO,11472.65,2023-09-01,61091
GT-0001413,CLM-744226,PMT,AO,4536.99,2023-02-21,59620
GT-0001414,CLM-794486,RSV_CHG,AO,6595.06,2022-06-24,
GT-0001415,CLM-188095,RSV,AO,1229.59,2021-12-13,
GT-0001416,CLM-116836,RSV,MED,22378.89,2021-08-31,
GT-0001417,CLM-453669,PMT,EXP,7398.69,2023-09-26,23141
GT-0001418,CLM-951881,REC,SALV,-2792.26,2022-08-09,
GT-0001419,CLM-769307,RSV_CHG,MED,-1153.45,2023-02-01,
GT-0001420,CLM-700408,RSV,AO,1869.24,2022-02-07,
GT-0001421,CLM-140177,RSV_CHG,EXP,-394.86,2022-09-21,
GT-0001422,CLM-753721,RSV,DCC,4661.36,2024-02-04,
GT-0001423,CLM-107971,PMT,IND,269.9,2023-07-02,22615
GT-0001424,CLM-507976,PMT,DCC,702.04,2022-02-17,53946
GT-0001425,CLM-601556,RSV,EXP,23874.92,2022-04-29,
GT-0001426,CLM-696842,RSV,MED,1648.96,2022-08-06,
GT-0001427,CLM-150106,PMT,AO,1628.4,2023-10-20,80400
GT-0001428,CLM-408298,RSV_CHG,AO,2142.54,2024-02-01,
GT-0001429,CLM-836959,RSV,IND,29491.93,2022-01-03,
GT-0001430,CLM-345224,RSV,DCC,10575.52,2022-11-13,
GT-0001431,CLM-332419,RSV_CHG,EXP,4192.23,2022-02-21,
GT-0001432,CLM-422521,PMT,DCC,2598.19,2024-04-13,46133
GT-0001433,CLM-388253,RSV,MED,6401.24,2023-09-02,
GT-0001434,CLM-131350,PMT,AO,4602.44,2022-11-19,82554
GT-0001435,CLM-281938,PMT,DCC,71.78,2023-10-30,54368
GT-0001436,CLM-845134,RSV_CHG,DCC,3179.16,2022-04-20,
GT-0001437,CLM-448436,RSV,AO,145.22,2023-12-16,
GT-0001438,CLM-634992,RSV_CHG,EXP,-2322.56,2023-02-13,
GT-0001439,CLM-272820,RSV,IND,16877.79,2024-03-27,
GT-0001440,CLM-139623,PMT,DCC,1196.49,2023-05-15,83515
GT-0001441,CLM-456029,PMT,AO,1350.97,2022-06-06,16166
GT-0001442,CLM-960498,PMT,AO,2022.08,2024-06-07,54945
GT-0001443,CLM-941359,PMT,DCC,16544.82,2023-10-26,31365
GT-0001444,CLM-382331,RSV_CHG,DCC,-9756.12,2022-12-29,
GT-0001445,CLM-585705,PMT,IND,579.33,2023-09-24,62342
GT-0001446,CLM-774810,PMT,AO,9065.31,2022-02-27,41584
GT-0001447,CLM-102360,RSV_CHG,IND,-1135.77,2022-05-18,
GT-0001448,CLM-986964,RSV,AO,2942.89,2021-09-22,
GT-0001449,CLM-478521,RSV,AO,12007.42,2023-12-20,
GT-0001450,CLM-643453,RSV,DCC,549.13,2022-04-04,
GT-0001451,CLM-212745,PMT,EXP,4662.71,2024-02-05,34441
GT-0001452,CLM-100686,RSV,DCC,2241.84,2022-11-12,
GT-0001453,CLM-931994,RSV_CHG,EXP,-742.45,2021-09-24,
GT-0001454,CLM-393196,PMT,AO,513.98,2021-08-10,96263
GT-0001455,CLM-928928,RSV_CHG,EXP,2270.63,2022-06-21,
GT-0001456,CLM-461487,RSV_CHG,AO,-1423.4,2024-07-27,
GT-0001457,CLM-805703,RSV,AO,6253.8,2023-02-02,
GT-0001458,CLM-224421,RSV,EXP,2219.85,2023-05-08,
GT-0001459,CLM-295283,RSV,DCC,3757.27,2022-05-09,
GT-0001460,CLM-649161,RSV_CHG,EXP,-2517.46,2023-02-05,
GT-0001461,CLM-665260,PMT,IND,942.18,2021-12-04,25637
GT-0001462,CLM-949618,RSV,AO,1020.65,2022-08-27,
GT-0001463,CLM-655473,RSV_CHG,MED,-4457.31,2022-07-07,
GT-0001464,CLM-907151,REC,DED,-3735.86,2022-03-05,
GT-0001465,CLM-640331,REC,DED,-666.74,2021-12-07,
GT-0001466,CLM-720478,RSV,EXP,142.06,2023-07-26,
GT-0001467,CLM-753721,PMT,IND,1270.7,2022-11-15,24606
GT-0001468,CLM-454301,PMT,DCC,5326.57,2023-06-11,87856
GT-0001469,CLM-451326,PMT,DCC,169.0,2023-07-28,96009
GT-0001470,CLM-711914,PMT,MED,3065.79,2021-08-21,62858
GT-0001471,CLM-384879,RSV_CHG,EXP,-277.56,2023-05-13,
GT-0001472,CLM-695451,RSV,DCC,234.27,2022-02-09,
GT-0001473,CLM-774810,RSV,AO,1449.03,2023-02-06,
GT-0001474,CLM-239563,PMT,EXP,1115.05,2022-10-04,14239
GT-0001475,CLM-658049,PMT,MED,278.41,2022-05-13,48701
GT-0001476,CLM-483894,PMT,DCC,546.38,2022-02-22,69614
GT-0001477,CLM-266028,RSV_CHG,AO,1029.04,2022-03-04,
GT-0001478,CLM-749466,PMT,AO,2012.3,2023-04-06,99619
GT-0001479,CLM-590448,PMT,AO,2596.74,2022-11-30,98111
GT-0001480,CLM-453669,PMT,IND,616.59,2021-11-10,30831
GT-0001481,CLM-935298,PMT,DCC,6020.41,2024-06-25,29233
GT-0001482,CLM-483894,RSV_CHG,EXP,-647.85,2024-01-22,
GT-0001483,CLM-992351,PMT,AO,838.18,2024-04-20,12371
GT-0001484,CLM-481377,RSV_CHG,AO,-1080.33,2024-03-02,
GT-0001485,CLM-447998,PMT,IND,2327.87,2022-05-14,51096
GT-0001486,CLM-637196,RSV,EXP,6339.36,2023-01-17,
GT-0001487,CLM-853443,PMT,EXP,806.13,2024-03-12,39607
GT-0001488,CLM-734463,PMT,EXP,4975.84,2022-04-17,88724
GT-0001489,CLM-670392,PMT,IND,1113.8,2023-09-06,71654
GT-0001490,CLM-295833,RSV,AO,11850.71,2022-12-28,
GT-0001491,CLM-882733,PMT,MED,8642.26,2022-04-26,98882
GT-0001492,CLM-433713,RSV,AO,1773.64,2022-06-11,
GT-0001493,CLM-927887,PMT,DCC,886.05,2022-02-08,10918
GT-0001494,CLM-408453,RSV_CHG,IND,-5056.64,2024-05-24,
GT-0001495,CLM-446966,PMT,EXP,431.46,2022-11-27,72396
GT-0001496,CLM-281938,RSV,MED,11648.71,2023-01-03,
GT-0001497,CLM-868083,PMT,IND,3467.39,2023-05-21,72574
GT-0001498,CLM-619829,PMT,IND,133.88,2022-03-13,45735
GT-0001499,CLM-648234,PMT,MED,387.94,2022-08-05,57626
GT-0001500,CLM-463624,PMT,DCC,8858.47,2021-08-16,46505
GT-0001501,CLM-373393,RSV_CHG,MED,-3843.83,2023-04-12,
GT-0001502,CLM-207309,RSV_CHG,DCC,-1213.81,2024-04-16,
GT-0001503,CLM-422015,PMT,IND,1550.43,2024-05-05,48832
GT-0001504,CLM-299635,PMT,DCC,1807.38,2021-10-24,72947
GT-0001505,CLM-611462,RSV,DCC,384.87,2024-01-01,
GT-0001506,CLM-130573,PMT,EXP,1808.71,2024-05-06,17432
GT-0001507,CLM-986964,PMT,AO,33.72,2023-09-22,79707
GT-0001508,CLM-377451,RSV,AO,1397.67,2022-09-11,
GT-0001509,CLM-398593,RSV_CHG,IND,-1640.02,2022-10-02,
GT-0001510,CLM-397249,RSV_CHG,IND,-7370.19,2022-11-24,
GT-0001511,CLM-393178,RSV_CHG,AO,2940.25,2022-07-15,
GT-0001512,CLM-220570,REC,SUBRO,-197.63,2023-12-29,
GT-0001513,CLM-513695,REC,SALV,-3418.2,2023-07-27,
GT-0001514,CLM-946835,PMT,AO,2504.07,2022-02-12,98984
GT-0001515,CLM-680429,RSV_CHG,EXP,-1138.04,2023-08-04,
GT-0001516,CLM-521730,PMT,EXP,3810.69,2021-11-26,98986
GT-0001517,CLM-137538,RSV,AO,272.27,2022-07-06,
GT-0001518,CLM-702504,PMT,IND,1857.54,2023-06-28,28033
GT-0001519,CLM-630375,PMT,MED,284.84,2024-03-14,93961
GT-0001520,CLM-342880,PMT,IND,4237.92,2023-03-17,35780
GT-0001521,CLM-382410,PMT,AO,811.74,2024-01-05,20476
GT-0001522,CLM-266951,PMT,AO,94.53,2023-02-15,68168
GT-0001523,CLM-342880,RSV,AO,443.18,2021-11-26,
GT-0001524,CLM-494387,RSV,AO,3966.48,2024-06-30,
GT-0001525,CLM-759737,PMT,MED,2288.1,2023-06-15,18326
GT-0001526,CLM-548903,RSV,IND,324.72,2024-05-28,
GT-0001527,CLM-524762,RSV,EXP,199.93,2023-08-06,
GT-0001528,CLM-563681,RSV_CHG,DCC,-1989.11,2024-07-15,
GT-0001529,CLM-864341,RSV_CHG,EXP,7162.6,2024-07-22,
GT-0001530,CLM-753935,RSV,AO,1672.62,2022-08-29,
GT-0001531,CLM-825397,RSV,AO,5631.93,2022-07-18,
GT-0001532,CLM-499443,RSV_CHG,MED,-11921.94,2023-05-19,
GT-0001533,CLM-482820,RSV_CHG,AO,12129.05,2024-01-13,
GT-0001534,CLM-930782,PMT,AO,349.33,2024-04-05,47915
GT-0001535,CLM-388253,PMT,DCC,1656.88,2022-05-04,61170
GT-0001536,CLM-433910,RSV,EXP,203.33,2023-11-07,
GT-0001537,CLM-454303,PMT,IND,2497.12,2022-07-19,19624
GT-0001538,CLM-291251,PMT,AO,671.14,2021-09-06,90948
GT-0001539,CLM-777192,RSV,EXP,5763.51,2024-06-06,
GT-0001540,CLM-615454,PMT,DCC,993.67,2023-01-28,85011
GT-0001541,CLM-358604,PMT,MED,2704.42,2023-10-24,54427
GT-0001542,CLM-236302,RSV_CHG,IND,4657.88,2024-04-14,
GT-0001543,CLM-811717,RSV_CHG,MED,-6394.32,2022-04-14,
GT-0001544,CLM-398593,REC,SALV,-3362.43,2022-07-11,
