pol_id,line_of_business,status,eff_dt,exp_dt,jurisdiction,class_cd,total_premium,named_insured,producer_code,uw_id,term_number
GLI8230086,CommAuto,Active,2021-10-17,2022-10-17,Wisconsin,7230,2579.27,GLI Insured 628,P-100,GLI-UW2,3
GLI5645022,GenLiab,Expired,2021-05-25,2022-05-25,Minnesota,58483,2172.21,GLI Insured 629,P-100,GLI-UW2,3
GLI8813403,CommAuto,Active,2023-05-03,2024-05-02,Indiana,7210,9178.78,GLI Insured 630,P-400,GLI-UW3,1
GLI8571366,CommAuto,Expired,2021-10-05,2022-10-05,Illinois,7219,1083.04,GLI Insured 631,P-100,GLI-UW2,3
GLI3553581,WorkersComp,Cancelled,2022-04-26,2023-04-26,Michigan,5183,6471.68,GLI Insured 632,P-400,,1
GLI6543686,GenLiab,Active,2022-04-14,2023-04-14,Illinois,41677,9698.93,GLI Insured 633,P-100,GLI-UW3,2
GLI2225169,GenLiab,Active,2022-11-02,2023-11-02,Illinois,91580,8029.58,GLI Insured 634,,GLI-UW1,2
GLI4047980,WorkersComp,Active,2022-05-13,2023-05-13,Minnesota,5191,2507.11,GLI Insured 635,P-100,,1
GLI6701061,CommAuto,Active,2022-11-12,2023-11-12,Michigan,7230,10118.62,GLI Insured 636,P-300,GLI-UW3,1
GLI8617645,CommAuto,Expired,2023-03-10,2024-03-09,Ohio,7220,10871.64,GLI Insured 637,P-400,GLI-UW1,1
GLI9853571,CommAuto,Active,2023-10-06,2024-10-05,Illinois,7210,8242.78,GLI Insured 638,P-500,GLI-UW1,2
GLI8254420,GenLiab,Active,2021-06-20,2022-06-20,Illinois,58483,2715.32,GLI Insured 639,P-300,GLI-UW2,1
GLI1360433,GenLiab,Expired,2022-06-14,2023-06-14,Wisconsin,97047,4535.77,GLI Insured 640,,GLI-UW1,1
GLI7735482,CommAuto,Cancelled,2022-07-30,2023-07-30,Wisconsin,7210,9707.43,GLI Insured 641,P-300,GLI-UW2,1
GLI5929377,CommAuto,Active,2022-05-19,2023-05-19,Indiana,7210,5491.08,GLI Insured 642,P-200,,2
GLI1106601,WorkersComp,Active,2024-01-11,2025-01-10,Michigan,5191,4562.46,GLI Insured 643,P-300,GLI-UW1,3
GLI7542233,WorkersComp,Active,2021-04-18,2022-04-18,Michigan,8742,,GLI Insured 644,P-400,GLI-UW1,2
GLI1316613,WorkersComp,Expired,2022-11-25,2023-11-25,Michigan,5183,2054.34,GLI Insured 645,P-300,GLI-UW3,3
GLI1143242,WorkersComp,Active,2021-03-26,2022-03-26,Indiana,8742,22794.73,GLI Insured 646,P-400,GLI-UW1,3
GLI4778731,GenLiab,Active,2022-05-18,2023-05-18,Ohio,91580,5006.34,GLI Insured 647,P-300,GLI-UW3,5
GLI6408711,CommAuto,Non-Renewed,2022-03-06,2023-03-06,Wisconsin,7220,13630.91,GLI Insured 648,P-100,GLI-UW1,1
GLI8166381,GenLiab,Active,2023-01-13,2024-01-13,Ohio,41677,1260.45,GLI Insured 649,P-200,GLI-UW2,2
GLI3524885,GenLiab,Active,2022-04-27,2023-04-27,Michigan,58483,2496.88,GLI Insured 650,,GLI-UW1,3
GLI5342831,GenLiab,Cancelled,2023-12-19,2024-12-18,Indiana,91580,5206.97,GLI Insured 651,P-500,GLI-UW3,2
GLI4739473,WorkersComp,Active,2023-05-05,2024-05-04,Ohio,5183,62020.24,GLI Insured 652,P-100,GLI-UW2,2
GLI6479762,CommAuto,Active,2022-12-31,2023-12-31,Illinois,7220,4248.73,GLI Insured 653,P-100,,6
GLI9931590,WorkersComp,Active,2023-09-24,2024-09-23,Michigan,9015,4089.51,GLI Insured 654,P-200,GLI-UW2,5
GLI8679826,GenLiab,Expired,2023-05-10,2024-05-09,Minnesota,58483,5509.45,GLI Insured 655,P-500,,3
GLI4361005,GenLiab,Non-Renewed,2022-02-02,2023-02-02,Michigan,41677,3163.21,GLI Insured 656,P-100,GLI-UW2,2
GLI6949960,WorkersComp,Expired,2023-12-02,2024-12-01,Ohio,5191,18990.34,GLI Insured 657,P-300,,4
GLI3560283,WorkersComp,Active,2023-11-09,2024-11-08,Illinois,8017,17592.18,GLI Insured 658,P-200,GLI-UW1,2
GLI4168333,CommAuto,Active,2022-10-06,2023-10-06,Michigan,7230,12421.39,GLI Insured 659,P-400,GLI-UW2,6
GLI3487789,WorkersComp,Expired,2022-07-22,2023-07-22,Ohio,9015,1848.38,GLI Insured 660,P-100,GLI-UW2,3
GLI4458525,GenLiab,Expired,2021-08-07,2022-08-07,Wisconsin,97047,1281.71,GLI Insured 661,P-200,GLI-UW1,1
GLI6175463,GenLiab,Expired,2021-10-06,2022-10-06,Michigan,41677,4508.26,GLI Insured 662,P-400,GLI-UW2,2
GLI4046519,GenLiab,Expired,2021-03-01,2022-03-01,Illinois,97047,10432.22,GLI Insured 663,P-300,GLI-UW3,3
GLI2692762,CommAuto,Non-Renewed,2021-05-03,2022-05-03,Illinois,7230,8244.03,GLI Insured 664,P-500,GLI-UW2,4
GLI1439973,CommAuto,Active,2021-06-11,2022-06-11,Michigan,7210,4760.22,GLI Insured 665,P-100,GLI-UW1,4
GLI9949336,WorkersComp,Active,2021-03-23,2022-03-23,Ohio,8810,16858.96,GLI Insured 666,P-300,GLI-UW1,6
GLI1661904,GenLiab,Cancelled,2022-09-13,2023-09-13,Minnesota,41677,18251.25,GLI Insured 667,P-100,GLI-UW1,2
GLI3136134,GenLiab,Active,2021-03-01,2022-03-01,Indiana,41677,2892.25,GLI Insured 668,P-400,,1
GLI6847188,WorkersComp,Active,2022-11-12,2023-11-12,Ohio,8742,30345.16,GLI Insured 669,P-100,GLI-UW2,3
GLI2162105,WorkersComp,Expired,2023-08-29,2024-08-28,Indiana,5191,31188.87,GLI Insured 670,P-100,GLI-UW2,1
GLI6493884,WorkersComp,Active,2023-04-21,2024-04-20,Indiana,5191,4930.69,GLI Insured 671,P-200,GLI-UW2,6
GLI6290464,GenLiab,Active,2022-01-21,2023-01-21,Indiana,58483,2541.93,GLI Insured 672,P-300,GLI-UW1,4
GLI4860502,WorkersComp,Cancelled,2021-09-16,2022-09-16,Michigan,7380,16027.46,GLI Insured 673,P-300,GLI-UW1,6
GLI4503204,CommAuto,Active,2021-06-18,2022-06-18,Michigan,7220,16211.28,GLI Insured 674,P-300,GLI-UW2,2
GLI4383988,WorkersComp,Active,2023-03-24,2024-03-23,Illinois,8017,3789.48,GLI Insured 675,P-300,GLI-UW3,1
GLI6082313,GenLiab,Active,2022-05-15,2023-05-15,Ohio,91580,25241.85,GLI Insured 676,P-100,,2
GLI3739533,CommAuto,Cancelled,2022-03-26,2023-03-26,Illinois,7219,2054.25,GLI Insured 677,P-200,,1
GLI8118298,WorkersComp,Active,2023-07-15,2024-07-14,Wisconsin,8742,6647.78,GLI Insured 678,P-100,,3
GLI5547933,WorkersComp,Expired,2023-04-03,2024-04-02,Michigan,8810,2932.14,GLI Insured 679,P-100,GLI-UW1,2
GLI4908736,WorkersComp,Active,2021-08-03,2022-08-03,Minnesota,5191,11940.31,GLI Insured 680,P-100,GLI-UW1,4
GLI4644612,GenLiab,Active,2022-09-25,2023-09-25,Indiana,91580,6054.3,GLI Insured 681,P-100,GLI-UW1,1
GLI6961695,GenLiab,Expired,2023-07-04,2024-07-03,Wisconsin,97047,5651.84,GLI Insured 682,P-500,GLI-UW3,4
GLI1457958,WorkersComp,Active,2021-04-15,2022-04-15,Indiana,8810,4605.86,GLI Insured 683,P-400,GLI-UW2,3
GLI3303715,CommAuto,Active,2022-10-31,2023-10-31,Minnesota,7210,2983.69,GLI Insured 684,P-300,GLI-UW3,6
GLI8375951,WorkersComp,Expired,2021-05-11,2022-05-11,Michigan,8742,7632.5,GLI Insured 685,P-400,GLI-UW2,1
GLI3065444,GenLiab,Active,2021-11-01,2022-11-01,Michigan,58483,4407.94,GLI Insured 686,,GLI-UW2,1
GLI7293367,WorkersComp,Non-Renewed,2022-11-09,2023-11-09,Michigan,8810,7797.68,GLI Insured 687,P-300,GLI-UW2,4
GLI1426542,GenLiab,Active,2021-12-16,2022-12-16,Wisconsin,97047,1640.55,GLI Insured 688,P-200,GLI-UW1,2
GLI8448286,CommAuto,Expired,2022-08-21,2023-08-21,Minnesota,7210,892.83,GLI Insured 689,,GLI-UW3,2
GLI4499464,CommAuto,Cancelled,2023-09-22,2024-09-21,Indiana,7230,5130.1,GLI Insured 690,P-500,,5
GLI7382330,WorkersComp,Active,2022-04-24,2023-04-24,Indiana,8017,11403.04,GLI Insured 691,P-500,GLI-UW2,2
GLI1825678,WorkersComp,Active,2021-11-02,2022-11-02,Michigan,7380,10005.67,GLI Insured 692,P-300,GLI-UW3,1
GLI8496267,CommAuto,Active,2021-05-02,2022-05-02,Minnesota,7230,5822.19,GLI Insured 693,P-300,GLI-UW2,1
GLI8357595,CommAuto,Non-Renewed,2023-11-01,2024-10-31,Wisconsin,7220,2931.01,GLI Insured 694,P-300,GLI-UW1,2
GLI7697098,WorkersComp,Expired,2022-02-21,2023-02-21,Wisconsin,8017,5904.51,GLI Insured 695,P-400,GLI-UW1,3
GLI4332588,GenLiab,Active,2021-03-30,2022-03-30,Illinois,91580,3705.27,GLI Insured 696,P-200,GLI-UW1,1
GLI4449936,CommAuto,Active,2021-10-17,2022-10-17,Indiana,7230,1133.33,GLI Insured 697,P-500,GLI-UW3,3
GLI7383812,WorkersComp,Active,2021-08-24,2022-08-24,Indiana,8810,13592.68,GLI Insured 698,,GLI-UW1,2
GLI3091268,GenLiab,Expired,2022-06-24,2023-06-24,Michigan,91580,10180.95,GLI Insured 699,P-300,GLI-UW3,4
GLI2557794,GenLiab,Non-Renewed,2023-09-19,2024-09-18,Indiana,91580,11447.01,GLI Insured 700,P-200,,1
GLI3937636,WorkersComp,Active,2022-09-11,2023-09-11,Wisconsin,9015,6125.97,GLI Insured 701,P-400,GLI-UW1,4
GLI9501071,GenLiab,Expired,2022-09-05,2023-09-05,Illinois,58483,3059.41,GLI Insured 702,P-100,GLI-UW1,5
GLI9665368,CommAuto,Active,2021-04-16,2022-04-16,Wisconsin,7220,2894.72,GLI Insured 703,,GLI-UW3,3
GLI3041850,GenLiab,Expired,2023-11-08,2024-11-07,Michigan,97047,3596.08,GLI Insured 704,P-400,GLI-UW3,2
GLI3732723,WorkersComp,Active,2021-07-08,2022-07-08,Ohio,8810,1335.26,GLI Insured 705,P-100,GLI-UW2,1
GLI4517141,GenLiab,Expired,2022-01-08,2023-01-08,Indiana,97047,,GLI Insured 706,P-300,GLI-UW2,1
GLI3019277,WorkersComp,Non-Renewed,2022-05-16,2023-05-16,Illinois,5191,17314.44,GLI Insured 707,P-500,,3
GLI9205877,CommAuto,Expired,2021-07-12,2022-07-12,Illinois,7210,4682.71,GLI Insured 708,P-200,GLI-UW2,1
GLI7012792,WorkersComp,Non-Renewed,2023-05-24,2024-05-23,Ohio,7380,8269.2,GLI Insured 709,P-100,GLI-UW1,4
GLI6316357,WorkersComp,Active,2023-04-12,2024-04-11,Illinois,8742,4607.64,GLI Insured 710,P-300,,6
GLI7964689,CommAuto,Non-Renewed,2021-05-01,2022-05-01,Wisconsin,7230,6859.69,GLI Insured 711,P-500,GLI-UW1,1
GLI4204131,CommAuto,Cancelled,2021-05-16,2022-05-16,Illinois,7210,3784.35,GLI Insured 712,P-200,GLI-UW1,2
GLI4528709,WorkersComp,Active,2023-12-14,2024-12-13,Michigan,8742,2705.76,GLI Insured 713,P-400,GLI-UW2,5
GLI2523219,WorkersComp,Active,2023-08-03,2024-08-02,Wisconsin,5183,26658.32,GLI Insured 714,P-300,GLI-UW1,2
GLI9504541,WorkersComp,Non-Renewed,2023-10-10,2024-10-09,Illinois,9015,14501.49,GLI Insured 715,P-100,,2
GLI7037423,WorkersComp,Active,2023-06-23,2024-06-22,Michigan,8810,35933.41,GLI Insured 716,P-200,GLI-UW2,3
GLI9019156,WorkersComp,Active,2022-02-22,2023-02-22,Wisconsin,8017,23075.56,GLI Insured 717,P-200,GLI-UW3,1
GLI5282963,WorkersComp,Expired,2021-03-28,2022-03-28,Illinois,8810,4625.28,GLI Insured 718,,GLI-UW1,6
GLI9535161,WorkersComp,Active,2021-05-30,2022-05-30,Indiana,8810,6269.29,GLI Insured 719,,GLI-UW1,4
GLI2878919,CommAuto,Expired,2021-07-08,2022-07-08,Ohio,7220,8168.83,GLI Insured 720,P-200,GLI-UW3,1
GLI8666411,GenLiab,Active,2022-09-27,2023-09-27,Wisconsin,58483,2121.29,GLI Insured 721,P-300,,1
GLI1270875,WorkersComp,Active,2022-09-28,2023-09-28,Illinois,5183,35965.08,GLI Insured 722,,GLI-UW1,5
GLI1121728,WorkersComp,Expired,2023-11-07,2024-11-06,Illinois,7380,10880.47,GLI Insured 723,P-300,GLI-UW2,3
GLI7375830,CommAuto,Expired,2022-04-20,2023-04-20,Michigan,7219,7183.71,GLI Insured 724,P-200,GLI-UW1,1
GLI8046664,WorkersComp,Cancelled,2022-08-30,2023-08-30,Ohio,8742,10836.62,GLI Insured 725,P-100,GLI-UW3,1
GLI7716059,CommAuto,Expired,2021-04-19,2022-04-19,Wisconsin,7210,4177.1,GLI Insured 726,P-500,,1
GLI2678829,GenLiab,Active,2022-09-08,2023-09-08,Michigan,91580,4305.79,GLI Insured 727,P-300,GLI-UW3,6
GLI6950561,GenLiab,Expired,2022-03-21,2023-03-21,Illinois,41677,4830.94,GLI Insured 728,P-400,GLI-UW3,2
GLI7046381,CommAuto,Expired,2022-06-24,2023-06-24,Wisconsin,7219,620.47,GLI Insured 729,P-300,GLI-UW1,2
GLI6200630,CommAuto,Non-Renewed,2023-09-04,2024-09-03,Illinois,7210,5966.6,GLI Insured 730,P-100,GLI-UW1,6
GLI2095646,WorkersComp,Expired,2021-03-04,2022-03-04,Minnesota,8017,57575.93,GLI Insured 731,P-100,GLI-UW1,2
GLI8283809,CommAuto,Expired,2021-05-30,2022-05-30,Indiana,7220,2251.98,GLI Insured 732,,GLI-UW1,2
GLI6044815,GenLiab,Active,2023-08-09,2024-08-08,Wisconsin,58483,,GLI Insured 733,P-500,GLI-UW3,6
GLI4848002,GenLiab,Cancelled,2023-11-26,2024-11-25,Ohio,58483,19053.65,GLI Insured 734,P-400,GLI-UW2,1
GLI2416860,CommAuto,Expired,2022-06-18,2023-06-18,Illinois,7220,5241.24,GLI Insured 735,P-100,GLI-UW1,6
GLI7537849,WorkersComp,Active,2021-06-05,2022-06-05,Illinois,5191,18291.58,GLI Insured 736,P-300,,1
GLI8908133,WorkersComp,Expired,2022-10-08,2023-10-08,Minnesota,8810,12745.97,GLI Insured 737,P-300,,2
GLI1265919,WorkersComp,Expired,2023-03-16,2024-03-15,Wisconsin,8810,3517.11,GLI Insured 738,P-300,GLI-UW2,2
GLI5608971,GenLiab,Active,2021-08-29,2022-08-29,Minnesota,97047,11238.32,GLI Insured 739,,GLI-UW2,6
GLI6423586,WorkersComp,Expired,2023-03-23,2024-03-22,Michigan,8810,5199.46,GLI Insured 740,P-100,GLI-UW1,2
GLI1761173,WorkersComp,Active,2023-09-21,2024-09-20,Minnesota,9015,3853.06,GLI Insured 741,P-400,GLI-UW2,1
GLI3361155,GenLiab,Expired,2023-10-24,2024-10-23,Indiana,91580,9052.05,GLI Insured 742,P-200,GLI-UW2,1
GLI5177495,WorkersComp,Active,2022-01-30,2023-01-30,Illinois,8810,9466.34,GLI Insured 743,P-300,,2
GLI3975579,CommAuto,Active,2023-04-04,2024-04-03,Ohio,7230,5373.28,GLI Insured 744,P-400,GLI-UW3,3
GLI1155591,WorkersComp,Active,2023-03-31,2024-03-30,Illinois,8017,11381.2,GLI Insured 745,P-300,GLI-UW3,3
GLI3146616,CommAuto,Active,2021-12-24,2022-12-24,Indiana,7210,7195.49,GLI Insured 746,P-100,GLI-UW1,4
GLI9701033,WorkersComp,Active,2022-12-17,2023-12-17,Michigan,8742,26030.95,GLI Insured 747,P-300,GLI-UW2,4
GLI3613190,CommAuto,Cancelled,2023-02-09,2024-02-09,Indiana,7219,4666.09,GLI Insured 748,,GLI-UW1,3
GLI3352507,GenLiab,Active,2023-06-12,2024-06-11,Indiana,97047,17251.92,GLI Insured 749,P-300,,3
GLI8882149,CommAuto,Cancelled,2022-02-20,2023-02-20,Ohio,7220,8885.57,GLI Insured 750,P-100,GLI-UW1,1
GLI1654157,CommAuto,Expired,2023-06-01,2024-05-31,Ohio,7219,6753.69,GLI Insured 751,P-500,GLI-UW2,6
GLI2026454,GenLiab,Non-Renewed,2023-04-02,2024-04-01,Ohio,41677,3429.59,GLI Insured 752,P-200,GLI-UW1,1
GLI4520289,WorkersComp,Active,2023-10-14,2024-10-13,Wisconsin,7380,19569.62,GLI Insured 753,P-200,GLI-UW3,2
GLI5917143,GenLiab,Active,2023-02-10,2024-02-10,Ohio,97047,7646.93,GLI Insured 754,P-300,GLI-UW2,3
GLI7236158,WorkersComp,Expired,2022-10-20,2023-10-20,Indiana,7380,2420.94,GLI Insured 755,P-200,GLI-UW2,5
GLI7960470,WorkersComp,Expired,2021-12-28,2022-12-28,Ohio,9015,2791.03,GLI Insured 756,P-300,GLI-UW1,2
GLI3642121,WorkersComp,Active,2023-12-08,2024-12-07,Minnesota,9015,2714.94,GLI Insured 757,P-500,GLI-UW2,5
GLI8033665,WorkersComp,Active,2023-06-14,2024-06-13,Illinois,8017,2768.76,GLI Insured 758,P-200,GLI-UW2,1
GLI3892727,GenLiab,Active,2023-03-08,2024-03-07,Wisconsin,58483,2260.83,GLI Insured 759,P-300,,2
GLI3929930,WorkersComp,Active,2023-08-02,2024-08-01,Ohio,8810,17203.53,GLI Insured 760,P-100,GLI-UW1,2
GLI9700658,WorkersComp,Active,2021-08-25,2022-08-25,Illinois,5183,8724.97,GLI Insured 761,P-300,,4
GLI3539743,CommAuto,Expired,2022-08-01,2023-08-01,Michigan,7230,7464.96,GLI Insured 762,P-100,GLI-UW2,2
GLI4046988,WorkersComp,Expired,2021-12-07,2022-12-07,Ohio,9015,2957.22,GLI Insured 763,P-200,GLI-UW1,2
GLI7124824,GenLiab,Non-Renewed,2023-01-11,2024-01-11,Illinois,58483,1582.12,GLI Insured 764,P-200,GLI-UW3,1
GLI2835286,GenLiab,Active,2023-03-05,2024-03-04,Minnesota,41677,2722.92,GLI Insured 765,P-100,GLI-UW2,2
GLI3724178,WorkersComp,Expired,2023-10-12,2024-10-11,Minnesota,7380,15117.78,GLI Insured 766,P-200,GLI-UW1,1
GLI1502983,WorkersComp,Active,2023-09-10,2024-09-09,Wisconsin,5183,15887.73,GLI Insured 767,P-300,GLI-UW3,1
GLI9347594,WorkersComp,Active,2022-01-31,2023-01-31,Indiana,7380,6605.2,GLI Insured 768,P-300,GLI-UW2,1
GLI4423842,CommAuto,Expired,2021-05-27,2022-05-27,Illinois,7220,5042.72,GLI Insured 769,P-200,GLI-UW3,2
GLI6134915,WorkersComp,Expired,2023-02-02,2024-02-02,Indiana,7380,5136.17,GLI Insured 770,P-200,GLI-UW3,1
GLI7772195,CommAuto,Non-Renewed,2024-01-02,2025-01-01,Michigan,7210,2421.28,GLI Insured 771,P-400,GLI-UW2,1
GLI7260990,GenLiab,Expired,2021-12-23,2022-12-23,Ohio,97047,7466.06,GLI Insured 772,P-400,GLI-UW2,1
GLI5449004,CommAuto,Active,2023-01-29,2024-01-29,Illinois,7219,6399.8,GLI Insured 773,P-300,GLI-UW1,2
GLI6386706,WorkersComp,Active,2022-01-21,2023-01-21,Indiana,8810,40597.27,GLI Insured 774,,GLI-UW2,2
GLI1477784,WorkersComp,Expired,2021-12-11,2022-12-11,Indiana,9015,3299.15,GLI Insured 775,,GLI-UW1,4
GLI1433356,GenLiab,Expired,2022-04-26,2023-04-26,Illinois,58483,2211.38,GLI Insured 776,P-100,GLI-UW1,2
GLI6563023,CommAuto,Active,2023-05-21,2024-05-20,Ohio,7230,2844.86,GLI Insured 777,P-200,GLI-UW2,1
GLI1478098,WorkersComp,Active,2021-08-15,2022-08-15,Minnesota,8810,14071.1,GLI Insured 778,P-500,GLI-UW1,3
GLI8893719,CommAuto,Cancelled,2023-07-07,2024-07-06,Michigan,7210,16406.6,GLI Insured 779,P-100,GLI-UW2,1
GLI1574162,CommAuto,Expired,2021-10-16,2022-10-16,Indiana,7230,4443.32,GLI Insured 780,P-300,GLI-UW2,4
GLI3421636,WorkersComp,Active,2023-12-22,2024-12-21,Michigan,5191,3729.77,GLI Insured 781,,GLI-UW3,2
GLI7839304,GenLiab,Non-Renewed,2021-05-25,2022-05-25,Michigan,91580,2183.63,GLI Insured 782,P-400,GLI-UW1,2
GLI1780131,GenLiab,Expired,2024-01-29,2025-01-28,Illinois,58483,3408.53,GLI Insured 783,P-100,GLI-UW2,2
GLI7325627,CommAuto,Active,2021-09-29,2022-09-29,Michigan,7219,4724.73,GLI Insured 784,P-400,GLI-UW3,6
GLI9811471,GenLiab,Active,2021-03-09,2022-03-09,Michigan,41677,9605.31,GLI Insured 785,P-200,,1
GLI3847768,CommAuto,Expired,2022-08-04,2023-08-04,Indiana,7219,4689.14,GLI Insured 786,,,5
GLI3653695,GenLiab,Active,2022-02-01,2023-02-01,Illinois,97047,3053.75,GLI Insured 787,P-200,GLI-UW2,3
GLI2679655,CommAuto,Cancelled,2022-06-08,2023-06-08,Illinois,7220,,GLI Insured 788,P-300,GLI-UW3,6
GLI1250625,CommAuto,Cancelled,2023-01-15,2024-01-15,Indiana,7220,6368.21,GLI Insured 789,P-400,GLI-UW2,3
GLI6849651,WorkersComp,Active,2023-11-27,2024-11-26,Illinois,7380,4936.37,GLI Insured 790,P-200,GLI-UW2,3
GLI4736280,WorkersComp,Expired,2021-10-26,2022-10-26,Wisconsin,8742,5318.28,GLI Insured 791,P-100,GLI-UW3,3
GLI2545582,WorkersComp,Expired,2022-12-27,2023-12-27,Wisconsin,8742,3253.19,GLI Insured 792,P-100,GLI-UW2,4
GLI8044465,CommAuto,Active,2023-04-04,2024-04-03,Michigan,7219,1355.75,GLI Insured 793,P-300,GLI-UW1,2
GLI2112761,CommAuto,Expired,2023-05-18,2024-05-17,Minnesota,7220,12726.63,GLI Insured 794,,GLI-UW3,3
GLI2885936,CommAuto,Expired,2024-02-05,2025-02-04,Ohio,7220,2537.59,GLI Insured 795,P-200,,3
GLI8980743,GenLiab,Expired,2023-05-14,2024-05-13,Wisconsin,58483,1128.34,GLI Insured 796,P-100,GLI-UW1,2
GLI8791898,WorkersComp,Active,2022-05-23,2023-05-23,Wisconsin,8742,9382.86,GLI Insured 797,P-400,GLI-UW3,4
GLI7963833,WorkersComp,Expired,2023-02-18,2024-02-18,Minnesota,8742,7090.87,GLI Insured 798,P-100,GLI-UW2,1
GLI8388951,WorkersComp,Active,2023-06-14,2024-06-13,Ohio,5191,1501.94,GLI Insured 799,P-300,GLI-UW2,1
GLI3254948,WorkersComp,Active,2021-10-04,2022-10-04,Illinois,5183,22623.24,GLI Insured 800,P-200,GLI-UW3,3
GLI1012106,CommAuto,Active,2022-06-06,2023-06-06,Ohio,7219,6397.25,GLI Insured 801,P-300,,3
GLI6224943,GenLiab,Expired,2023-09-16,2024-09-15,Wisconsin,91580,10657.39,GLI Insured 802,P-100,GLI-UW2,2
GLI8990039,WorkersComp,Active,2022-01-13,2023-01-13,Michigan,8742,10311.61,GLI Insured 803,P-100,GLI-UW3,3
GLI8876684,GenLiab,Active,2022-03-21,2023-03-21,Illinois,58483,1914.51,GLI Insured 804,P-400,GLI-UW2,4
GLI5309422,GenLiab,Active,2021-03-02,2022-03-02,Minnesota,41677,5167.84,GLI Insured 805,P-200,GLI-UW3,1
GLI3150815,WorkersComp,Cancelled,2023-12-29,2024-12-28,Indiana,8810,5256.75,GLI Insured 806,P-500,GLI-UW3,3
GLI6416968,CommAuto,Active,2021-10-07,2022-10-07,Illinois,7220,2552.72,GLI Insured 807,P-500,GLI-UW3,4
GLI7133460,WorkersComp,Expired,2023-12-10,2024-12-09,Indiana,5191,35339.24,GLI Insured 808,P-100,,2
GLI2617294,GenLiab,Active,2021-12-21,2022-12-21,Wisconsin,97047,2457.7,GLI Insured 809,,GLI-UW1,3
GLI9015983,WorkersComp,Expired,2021-07-26,2022-07-26,Illinois,7380,5340.99,GLI Insured 810,P-100,GLI-UW2,1
GLI9267840,CommAuto,Expired,2022-11-18,2023-11-18,Wisconsin,7210,4131.6,GLI Insured 811,P-500,GLI-UW3,4
GLI4293151,CommAuto,Active,2022-07-09,2023-07-09,Michigan,7220,5301.29,GLI Insured 812,P-300,GLI-UW2,4
GLI3111127,GenLiab,Active,2023-06-10,2024-06-09,Illinois,41677,21032.68,GLI Insured 813,P-100,GLI-UW3,2
GLI4679430,CommAuto,Active,2022-11-11,2023-11-11,Michigan,7220,,GLI Insured 814,,GLI-UW1,1
GLI9635804,WorkersComp,Expired,2022-05-03,2023-05-03,Michigan,5183,10528.32,GLI Insured 815,,GLI-UW3,3
GLI3177810,CommAuto,Active,2021-09-14,2022-09-14,Michigan,7210,1731.94,GLI Insured 816,P-300,GLI-UW3,3
GLI3392356,GenLiab,Expired,2022-03-27,2023-03-27,Illinois,41677,8607.68,GLI Insured 817,P-300,GLI-UW1,5
GLI4784131,CommAuto,Active,2021-04-18,2022-04-18,Illinois,7220,15596.79,GLI Insured 818,,GLI-UW2,1
GLI2378902,GenLiab,Active,2021-04-03,2022-04-03,Wisconsin,97047,3858.68,GLI Insured 819,P-300,GLI-UW1,1
GLI2590298,GenLiab,Expired,2021-05-03,2022-05-03,Wisconsin,41677,10326.02,GLI Insured 820,P-200,GLI-UW3,1
GLI7775286,CommAuto,Active,2022-10-27,2023-10-27,Michigan,7220,1499.25,GLI Insured 821,P-300,GLI-UW1,2
GLI5736204,WorkersComp,Cancelled,2021-11-03,2022-11-03,Minnesota,8017,5940.12,GLI Insured 822,P-500,GLI-UW1,1
GLI2765436,WorkersComp,Non-Renewed,2022-04-29,2023-04-29,Illinois,7380,6213.92,GLI Insured 823,P-500,GLI-UW1,6
GLI5190592,GenLiab,Active,2022-03-16,2023-03-16,Indiana,91580,7198.76,GLI Insured 824,,GLI-UW1,1
GLI4795398,GenLiab,Expired,2021-07-25,2022-07-25,Illinois,41677,4857.65,GLI Insured 825,P-200,GLI-UW3,3
GLI5205556,WorkersComp,Active,2021-07-16,2022-07-16,Illinois,8810,,GLI Insured 826,P-400,,2
GLI4097522,CommAuto,Expired,2022-08-02,2023-08-02,Michigan,7220,2808.57,GLI Insured 827,P-100,GLI-UW2,3
GLI6051756,GenLiab,Active,2023-09-13,2024-09-12,Indiana,58483,9746.65,GLI Insured 828,P-400,GLI-UW1,5
GLI6513425,CommAuto,Cancelled,2021-10-30,2022-10-30,Ohio,7219,4505.27,GLI Insured 829,P-300,GLI-UW2,2
GLI8753576,GenLiab,Active,2023-07-13,2024-07-12,Indiana,58483,2291.6,GLI Insured 830,P-200,GLI-UW2,2
GLI9722758,WorkersComp,Cancelled,2023-03-03,2024-03-02,Illinois,5183,1090.52,GLI Insured 831,P-400,GLI-UW2,1
GLI9672216,GenLiab,Expired,2023-06-04,2024-06-03,Indiana,41677,6107.84,GLI Insured 832,P-100,GLI-UW2,5
GLI5474917,WorkersComp,Active,2021-03-22,2022-03-22,Ohio,5183,4375.93,GLI Insured 833,P-200,GLI-UW3,6
GLI3209678,CommAuto,Active,2022-11-05,2023-11-05,Michigan,7220,4879.14,GLI Insured 834,P-300,GLI-UW2,1
GLI6501987,CommAuto,Expired,2023-02-01,2024-02-01,Minnesota,7220,1665.07,GLI Insured 835,P-500,GLI-UW3,3
GLI8080336,CommAuto,Active,2023-05-04,2024-05-03,Illinois,7230,5845.77,GLI Insured 836,P-200,GLI-UW2,2
